n_qwen9,n_net_interval_excludes_0,policies_net_interval_excludes_0,policies_net_interval_includes_0,gross_share_min,gross_share_min_policy,gross_share_max,gross_share_max_policy,policies_gross_share_ge_50,others_gross_share,label
9,8,large/OBQA/Text;large/OBQA/C2C;large/ARC/Text;large/ARC/C2C;large/MMLU-Pro/Text;medium/OBQA/C2C q=.55;medium/ARC/C2C;large/OBQA/Text+fact,large/MMLU-Pro/C2C,0.07320566443779598,medium/ARC/C2C,0.41315126075659603,large/MMLU-Pro/Text,none,large/MMLU-Pro/C2C=0.3340,"POST-HOC re-analysis (E19, PREREG_E19.md); descriptive; does not change any deployed policy"
