broad_word_hits_files,model_identifier_hit_files,model_identifier_hits_by_kind,receiver_field_values,unknown_model_field_values,hf_cache_models,x3_nonllama_receiver_rows,other_receiver_outputs,label
275,12,"{""text mention (plan / notes / report)"": 6, ""download manifest / access log"": 2, ""tokenizer/template check (X3 Step 0; not a model output)"": 4}","{""\""receiver\"": \""large\"""": 1, ""\""receiver\"": \""medium\"""": 1, ""\""receiver\"": \""Qwen3-8B\"""": 4, ""\""receiver\"": \""Qwen3-1.7B\"""": 3, ""\""receiver\"": \""Qwen/Qwen3-0.6B\"""": 5674, ""\""receiver\"": \""olmo2_7b\"""": 17292, ""\""receiver\"": \""qwen3_8b\"""": 40326, ""\""receiver\"": \""qwen3_1_7b\"""": 40253, ""\""receiver\"": \""qwen3_0_6b\"""": 34591, ""\""receiver\"": \""llama31_8b\"""": 7619, ""\""receiver\"": \""<private_path>/receiver\"""": 1, ""\""receiver\"": \""llama\"""": 1690, ""\""receiver\"": \""qwen3\"""": 1708}","[""\""helper\"": \""cuda:0\"""", ""\""repo_id\"": \""TIGER-Lab/MMLU-Pro\"""", ""\""model\"": \""Rosetta\"""", ""\""model\"": \""title 1.0in + prose/80 + captions/95 + float bodies + 0.35in/section + 0.30in/subsection + 0.30in/float; 9in/page\"""", ""\""repo\"": \""rajpurkar/squad\"""", ""\""repo\"": \""mrqa-workshop/mrqa\"""", ""\""repo\"": \""mandarjoshi/trivia_qa\"""", ""\""repo\"": \""google-research-datasets/nq_open\"""", ""\""receiver\"": \""large\"""", ""\""receiver\"": \""medium\"""", ""\""helper\"": \""<private_path>/helper\"""", ""\""receiver\"": \""<private_path>/receiver\"""", ""\""repo\"": \""mistralai/Mistral-7B-Instruct-v0.3\""""]",models--Qwen--Qwen3-4B;models--Qwen--Qwen3-8B;models--allenai--OLMo-2-1124-7B-Instruct;models--ibm-granite--granite-3.1-8b-instruct;models--meta-llama--Llama-3.1-8B-Instruct;models--meta-llama--Llama-3.2-1B-Instruct;models--mistralai--Mistral-7B-Instruct-v0.3;models--nics-efc--C2C_Fuser,[],none,"POST-HOC re-analysis (E19, PREREG_E19.md); descriptive; does not change any deployed policy"
