dataset,reference,old_net_saving_ms,net_saving_ms,saving_minus_component_ms,old_reference_ms,reference_ms,old_action_ms,policy_action_ms,old_probe_selector_ms,online_probe_selector_ms,policy_other_ms,reference_other_ms,reference_shift_ms,selected_action_shift_ms,online_control_shift_ms,identity
obqa,T,518.8908159784064,401.81623434182256,-117.07458163658384,993.8901472421874,808.3428773406922,431.633079890625,353.38854801739217,43.36625137315608,53.01452318963129,0.12357179184618872,0.11691021245496813,-185.54726990149527,-78.24453187323283,9.7718436083214,saving change = reference shift - selected-action shift - online-control shift
obqa,C,28.174772251843926,30.39698796601442,2.222215714170498,347.017202890625,286.5478291296313,275.476127890625,223.22722615535895,43.36630274815607,32.802998035549535,0.12061697270837612,0.1238929180544801,-60.46937376099372,-52.24890173526606,-10.442687739898165,saving change = reference shift - selected-action shift - online-control shift
arc,T,697.1304413398125,574.1798013023072,-122.95064003750535,1060.6606055078125,866.10196674701,320.462952046875,259.4377684054052,43.06721212112499,32.3647632922075,0.11963374709011987,0.11400909352232702,-194.5586387608025,-61.02518364146978,-10.582815081827368,saving change = reference shift - selected-action shift - online-control shift
arc,C,101.19800487106252,90.18262826793944,-11.015376603123078,422.5938222109375,346.7911427596846,278.3288260078125,224.14191527786897,43.066991332062486,32.3496505170624,0.11694869681377895,0.12268495083844755,-75.80267945125291,-54.186910729943534,-10.600392118186308,saving change = reference shift - selected-action shift - online-control shift
