dataset,reference,old_net_saving_ms,net_saving_ms,saving_minus_component_ms,old_reference_ms,reference_ms,old_action_ms,policy_action_ms,old_probe_selector_ms,online_probe_selector_ms,policy_other_ms,reference_other_ms,reference_shift_ms,selected_action_shift_ms,online_control_shift_ms,identity
obqa,T,518.8908159784064,427.62454139301553,-91.26627458539087,993.8901472421874,820.9377030671021,431.633079890625,355.78421520403936,43.36625137315608,37.40294403360167,0.1260024364455603,0.11864803491334897,-172.95244417508536,-75.84886468658564,-5.837304903108848,saving change = reference shift - selected-action shift - online-control shift
obqa,C,28.174772251843926,30.279917831649072,2.1051455798051486,347.017202890625,288.2605900085764,275.476127890625,224.64870841577067,43.36630274815607,33.20879242710362,0.12317133405304048,0.12809377585654147,-58.7566128820486,-50.82741947485434,-10.034338986999419,saving change = reference shift - selected-action shift - online-control shift
arc,T,697.1304413398125,585.36069152251,-111.7697498173025,1060.6606055078125,881.1991944276087,320.462952046875,262.63793098587485,43.06721212112499,33.07856070205162,0.1220112171722576,0.11837373131129425,-179.46141108020373,-57.82502106100015,-9.86664020190111,saving change = reference shift - selected-action shift - online-control shift
arc,C,101.19800487106252,90.48175972566241,-10.716245145400098,422.5938222109375,351.57462066126755,278.3288260078125,227.91012703783053,43.066991332062486,33.061452269976144,0.12128162779845297,0.12837750182370655,-71.01920154966996,-50.418698969981975,-9.88425743428789,saving change = reference shift - selected-action shift - online-control shift
