dataset,reference,N,groups,q,threshold,n_R,coverage,policy_correct,reference_correct,policy_mean_ms,reference_mean_ms,policy_median_ms,reference_median_ms,paired_difference_mean_ms,paired_difference_median_ms,net_saving_ms,CI95_saving_low,CI95_saving_high,accuracy_diff,CI95_accuracy_low,CI95_accuracy_high,policy_U,reference_U,delta_U,CI95_U_low,CI95_U_high,c_ref_train_R_ms,lambda,component_net_saving_ms,saving_minus_component_ms,policy_invalid,reference_invalid,policy_historical_parsed_changes,reference_historical_parsed_changes,confirmed_descriptive_positive_saving,interpretation
obqa,T,128,128,0.8,0.001170039176940918,97,0.7578125,112,113,406.4223797067825,801.8905851567979,229.63098401669413,793.5219334904104,-395.4682054500154,-524.8162801144645,395.4682054500154,325.32651743699716,458.2903760238423,-0.0078125,-0.0390625,0.015625,0.8588947330496852,0.8510360462815516,0.00785868676813383,-0.021957308665704393,0.032797522767048594,252.35370575390624,0.01,518.8908159784064,-123.42261052839103,0,0,0,0,True,exposed panel descriptive paired interval; no population guarantee
obqa,C,128,128,0.8,0.001170039176940918,97,0.7578125,102,101,252.5110715378105,281.9299346592743,227.46188449673355,273.50929647218436,-29.4188631214638,-14.632923528552055,29.4188631214638,14.933092807223147,45.53738553959191,0.0078125,0.0,0.0234375,0.7868687640787388,0.7778904851561121,0.008978278922626676,0.0007361609206108221,0.025073324608315607,252.35370575390624,0.01,28.174772251843926,1.2440908696198771,0,0,0,0,True,exposed panel descriptive paired interval; no population guarantee
arc,T,128,128,0.95,0.01800704002380371,120,0.9375,117,117,287.2705930076336,860.7935945692589,258.5442370036617,847.5088916020468,-573.5230015616253,-592.1702994965017,573.5230015616253,536.0401597722557,608.7261720114839,0.0,-0.0234375,0.0234375,0.9033009126602292,0.8818158806976676,0.021485031962561463,-0.0018742826806119378,0.04528338400947878,266.9407253203125,0.01,697.1304413398125,-123.60743977818724,0,0,0,0,True,exposed panel descriptive paired interval; no population guarantee
arc,C,128,128,0.9,0.0007095932960510254,115,0.8984375,115,114,254.45251264864055,345.8347557188972,258.804140612483,325.72680653538555,-91.38224307025666,-47.42375249043107,91.38224307025666,68.90337367085522,116.18958345329699,0.0078125,-0.015625,0.0390625,0.8889053271798613,0.8776695112747814,0.01123581590507981,-0.0126518976803615,0.04214638342923047,266.9407253203125,0.01,101.19800487106252,-9.81576180080585,0,0,0,0,True,exposed panel descriptive paired interval; no population guarantee
