task,arm,N,runtime_failure_count,invalid_count,first_request_retained,first_request_ms,first_request_id,order_position_0,order_position_1,startup_total_seconds,startup_amortized,same_residency_same_allocation,job_id,output_identity_mismatch_count,online_probe_invalid_count,input_preparation_and_entry_ms_mean,online_probe_ms_mean,selector_ms_mean,complete_native_action_decode_parser_ms_mean,final_cleanup_sync_ms_mean
obqa,fixed_C,128,0,3,True,708.4853530395776,9-782,64,64,15.949547935044393,False,True,run019,0,0,0.027019583285436966,0.00019680192053783685,0.0001339194568572566,309.11127878971456,0.03246717096772045
obqa,policy_C,128,0,3,True,328.297640895471,9-782,64,64,15.949547935044393,False,True,run019,0,0,0.02575769212853629,26.9061570361373,0.00038297548599075526,232.32377690692374,0.031015400963951834
arc,fixed_C,128,0,3,True,265.8055708743632,Mercury_7207358,64,64,15.949547935044393,False,True,run019,0,0,0.0258096115430817,0.00019159233488608152,0.00013283170119393617,354.25042617862346,0.032191364880418405
arc,policy_C,128,0,3,True,202.40166480652988,Mercury_7207358,64,64,15.949547935044393,False,True,run019,0,0,0.027101892555947416,26.16356807811826,0.00038147481973282993,248.90651018358767,0.03005707731063012
