task,arm,N,runtime_failure_count,invalid_count,first_request_retained,first_request_ms,first_request_id,order_position_0,order_position_1,startup_total_seconds,startup_amortized,same_residency_same_allocation,job_id,output_identity_mismatch_count,online_probe_invalid_count,input_preparation_and_entry_ms_mean,online_probe_ms_mean,selector_ms_mean,complete_native_action_decode_parser_ms_mean,final_cleanup_sync_ms_mean
obqa,fixed_C,128,0,3,True,736.6302891168743,9-782,64,64,14.050175502896309,False,True,run020,0,0,0.025289589757448994,0.00017294951248914003,0.00013177304936107248,303.41189294995274,0.029996543162269518
obqa,policy_C,128,0,3,True,321.3826201390475,9-782,64,64,14.050175502896309,False,True,run020,0,0,0.02521553324186243,25.975105700126733,0.0003741588443517685,228.9219119138579,0.028751890567946248
arc,fixed_C,128,0,3,True,260.55885199457407,Mercury_7207358,64,64,14.050175502896309,False,True,run020,0,0,0.026406507458887063,0.00017744969227351248,0.0001368389348499477,346.99943097439245,0.029415534299914725
arc,policy_C,128,0,3,True,197.61626096442342,Mercury_7207358,64,64,14.050175502896309,False,True,run020,0,0,0.02514467814762611,25.806165696849348,0.00037003883335273713,244.72711700400396,0.02804114410537295
