pair,dataset,family,fold,action,scope,predictor,n,positive,positive_rate,ROC_AUC,AP,log_loss,NA_reason
large,arc,word,3,T,both_R_and_action_valid_diagnostic_only,FFR_E0,224,9,0.04017857142857143,0.4201550387596899,0.036538023091761004,0.17070620917209983,
large,arc,word,3,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,9,0.04017857142857143,0.5,0.04017857142857143,0.16852641362472714,
large,arc,word,3,C,all,FFR_E0,224,15,0.06696428571428571,0.41913875598086126,0.05781914753489713,0.25541823012701703,
large,arc,word,3,C,all,constant_flip_rate,224,15,0.06696428571428571,0.5,0.06696428571428571,0.2527343187987506,
large,arc,word,3,C,both_R_and_action_valid_diagnostic_only,FFR_E0,224,15,0.06696428571428571,0.41913875598086126,0.05781914753489713,0.25541823012701703,
large,arc,word,3,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,15,0.06696428571428571,0.5,0.06696428571428571,0.2527343187987506,
large,arc,word,3,A,all,FFR_E0,224,4,0.017857142857142856,0.32500000000000007,0.01607195665031486,0.10178970160469246,
large,arc,word,3,A,all,constant_flip_rate,224,4,0.017857142857142856,0.5,0.017857142857142856,0.10101589913174099,
large,arc,word,3,A,both_R_and_action_valid_diagnostic_only,FFR_E0,222,2,0.009009009009009009,0.21136363636363636,0.00837503475118154,0.0536796583475279,
large,arc,word,3,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,222,2,0.009009009009009009,0.5,0.009009009009009009,0.05318244455495519,
large,arc,word,4,T,all,FFR_E0,223,7,0.03139013452914798,0.43915343915343913,0.036340428110913724,0.14208427505049723,
large,arc,word,4,T,all,constant_flip_rate,223,7,0.03139013452914798,0.5,0.03139013452914798,0.14088878724798548,
large,arc,word,4,T,both_R_and_action_valid_diagnostic_only,FFR_E0,223,7,0.03139013452914798,0.43915343915343913,0.036340428110913724,0.14208427505049723,
large,arc,word,4,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,223,7,0.03139013452914798,0.5,0.03139013452914798,0.14088878724798548,
large,arc,word,4,C,all,FFR_E0,223,11,0.04932735426008968,0.3336192109777016,0.038746606538701156,0.20241130000804822,
large,arc,word,4,C,all,constant_flip_rate,223,11,0.04932735426008968,0.5,0.04932735426008968,0.19667223293752897,
large,arc,word,4,C,both_R_and_action_valid_diagnostic_only,FFR_E0,222,10,0.04504504504504504,0.36132075471698116,0.03744726057236252,0.18828268189628505,
large,arc,word,4,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,222,10,0.04504504504504504,0.5,0.04504504504504504,0.1836645927873799,
large,arc,word,4,A,all,FFR_E0,223,0,0.0,NA,NA,0.00894218645178284,single_class_evaluation
large,arc,word,4,A,all,constant_flip_rate,223,0,0.0,NA,NA,0.00896866998276041,single_class_evaluation
large,arc,word,4,A,both_R_and_action_valid_diagnostic_only,FFR_E0,223,0,0.0,NA,NA,0.00894218645178284,single_class_evaluation
large,arc,word,4,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,223,0,0.0,NA,NA,0.00896866998276041,single_class_evaluation
large,arc,semantic,pooled,T,all,FFR_E0,1119,44,0.03932082216264522,0.49433403805496823,0.040075348975808216,0.1666918846921797,
large,arc,semantic,pooled,T,all,constant_flip_rate,1119,44,0.03932082216264522,0.4292283298097252,0.03383562356056825,0.16645763819418113,
large,arc,semantic,pooled,T,both_R_and_action_valid_diagnostic_only,FFR_E0,1119,44,0.03932082216264522,0.49433403805496823,0.040075348975808216,0.1666918846921797,
large,arc,semantic,pooled,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,1119,44,0.03932082216264522,0.4292283298097252,0.03383562356056825,0.16645763819418113,
large,arc,semantic,pooled,C,all,FFR_E0,1119,52,0.04647006255585344,0.5431836205032081,0.06454344246325866,0.18749797483950995,
large,arc,semantic,pooled,C,all,constant_flip_rate,1119,52,0.04647006255585344,0.43530567370773554,0.04103735382370412,0.18880570918177578,
large,arc,semantic,pooled,C,both_R_and_action_valid_diagnostic_only,FFR_E0,1116,49,0.04390681003584229,0.5626876805080046,0.06498731268687631,0.17903426927059152,
large,arc,semantic,pooled,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,1116,49,0.04390681003584229,0.4316030067134632,0.03874727926311511,0.1811092948234533,
large,arc,semantic,pooled,A,all,FFR_E0,1119,8,0.0071492403932082215,0.25855085508550857,0.005059156826175823,0.04442182422621064,
large,arc,semantic,pooled,A,all,constant_flip_rate,1119,8,0.0071492403932082215,0.27362736273627364,0.005437095115219701,0.044088284716002644,
large,arc,semantic,pooled,A,both_R_and_action_valid_diagnostic_only,FFR_E0,1116,5,0.004480286738351254,0.27020702070207026,0.003462765468253767,0.030464162900251803,
large,arc,semantic,pooled,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,1116,5,0.004480286738351254,0.2784878487848785,0.0034329040372216993,0.0301638156932594,
large,arc,semantic,0,T,all,FFR_E0,224,12,0.05357142857142857,0.4889937106918239,0.05664608938209019,0.21411663350871643,
large,arc,semantic,0,T,all,constant_flip_rate,224,12,0.05357142857142857,0.5,0.05357142857142857,0.21290967656376855,
large,arc,semantic,0,T,both_R_and_action_valid_diagnostic_only,FFR_E0,224,12,0.05357142857142857,0.4889937106918239,0.05664608938209019,0.21411663350871643,
large,arc,semantic,0,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,12,0.05357142857142857,0.5,0.05357142857142857,0.21290967656376855,
large,arc,semantic,0,C,all,FFR_E0,224,9,0.04017857142857143,0.5922480620155038,0.07535295455391605,0.16746468237356596,
large,arc,semantic,0,C,all,constant_flip_rate,224,9,0.04017857142857143,0.5,0.04017857142857143,0.16922593117867257,
large,arc,semantic,0,C,both_R_and_action_valid_diagnostic_only,FFR_E0,222,7,0.03153153153153153,0.6870431893687707,0.08252401821980086,0.13933182993463158,
large,arc,semantic,0,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,222,7,0.03153153153153153,0.5,0.03153153153153153,0.14340252873360387,
large,arc,semantic,0,A,all,FFR_E0,224,2,0.008928571428571428,0.39864864864864863,0.011176323676323676,0.052076845914128575,
large,arc,semantic,0,A,all,constant_flip_rate,224,2,0.008928571428571428,0.5,0.008928571428571428,0.051354498531360156,
large,arc,semantic,0,A,both_R_and_action_valid_diagnostic_only,FFR_E0,224,2,0.008928571428571428,0.39864864864864863,0.011176323676323676,0.052076845914128575,
large,arc,semantic,0,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,2,0.008928571428571428,0.5,0.008928571428571428,0.051354498531360156,
large,arc,semantic,1,T,all,FFR_E0,224,6,0.026785714285714284,0.5986238532110092,0.07505631411210026,0.12584946174842537,
large,arc,semantic,1,T,all,constant_flip_rate,224,6,0.026785714285714284,0.5,0.026785714285714284,0.12684611464684506,
large,arc,semantic,1,T,both_R_and_action_valid_diagnostic_only,FFR_E0,224,6,0.026785714285714284,0.5986238532110092,0.07505631411210026,0.12584946174842537,
large,arc,semantic,1,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,6,0.026785714285714284,0.5,0.026785714285714284,0.12684611464684506,
large,arc,semantic,1,C,all,FFR_E0,224,8,0.03571428571428571,0.625,0.06905621521489694,0.15367680133723363,
large,arc,semantic,1,C,all,constant_flip_rate,224,8,0.03571428571428571,0.5,0.03571428571428571,0.15620525022487813,
large,arc,semantic,1,C,both_R_and_action_valid_diagnostic_only,FFR_E0,224,8,0.03571428571428571,0.625,0.06905621521489694,0.15367680133723363,
large,arc,semantic,1,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,8,0.03571428571428571,0.5,0.03571428571428571,0.15620525022487813,
large,arc,semantic,1,A,all,FFR_E0,224,1,0.004464285714285714,0.4663677130044843,0.008333333333333333,0.029625001618647343,
large,arc,semantic,1,A,all,constant_flip_rate,224,1,0.004464285714285714,0.5,0.004464285714285714,0.029472785969903416,
large,arc,semantic,1,A,both_R_and_action_valid_diagnostic_only,FFR_E0,223,0,0.0,NA,NA,0.0078306546903495,single_class_evaluation
large,arc,semantic,1,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,223,0,0.0,NA,NA,0.007851975282685305,single_class_evaluation
large,arc,semantic,2,T,all,FFR_E0,224,10,0.044642857142857144,0.4990654205607477,0.045183643297246556,0.18508667794721742,
large,arc,semantic,2,T,all,constant_flip_rate,224,10,0.044642857142857144,0.5,0.044642857142857144,0.18300305223156962,
large,arc,semantic,2,T,both_R_and_action_valid_diagnostic_only,FFR_E0,224,10,0.044642857142857144,0.4990654205607477,0.045183643297246556,0.18508667794721742,
large,arc,semantic,2,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,10,0.044642857142857144,0.5,0.044642857142857144,0.18300305223156962,
large,arc,semantic,2,C,all,FFR_E0,224,9,0.04017857142857143,0.5968992248062015,0.10453910098928001,0.16660743221905944,
large,arc,semantic,2,C,all,constant_flip_rate,224,9,0.04017857142857143,0.5,0.04017857142857143,0.16922593117867257,
large,arc,semantic,2,C,both_R_and_action_valid_diagnostic_only,FFR_E0,224,9,0.04017857142857143,0.5968992248062015,0.10453910098928001,0.16660743221905944,
large,arc,semantic,2,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,9,0.04017857142857143,0.5,0.04017857142857143,0.16922593117867257,
large,arc,semantic,2,A,all,FFR_E0,224,1,0.004464285714285714,0.3004484304932735,0.006369426751592357,0.02984194802011458,
large,arc,semantic,2,A,all,constant_flip_rate,224,1,0.004464285714285714,0.5,0.004464285714285714,0.029472785969903416,
large,arc,semantic,2,A,both_R_and_action_valid_diagnostic_only,FFR_E0,224,1,0.004464285714285714,0.3004484304932735,0.006369426751592357,0.02984194802011458,
large,arc,semantic,2,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,1,0.004464285714285714,0.5,0.004464285714285714,0.029472785969903416,
large,arc,semantic,3,T,all,FFR_E0,224,9,0.04017857142857143,0.48940568475452195,0.04340518442892054,0.16972701818817448,
large,arc,semantic,3,T,all,constant_flip_rate,224,9,0.04017857142857143,0.5,0.04017857142857143,0.16852641362472714,
large,arc,semantic,3,T,both_R_and_action_valid_diagnostic_only,FFR_E0,224,9,0.04017857142857143,0.48940568475452195,0.04340518442892054,0.16972701818817448,
large,arc,semantic,3,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,9,0.04017857142857143,0.5,0.04017857142857143,0.16852641362472714,
large,arc,semantic,3,C,all,FFR_E0,224,15,0.06696428571428571,0.5480063795853269,0.10091405846377251,0.2512066142826169,
large,arc,semantic,3,C,all,constant_flip_rate,224,15,0.06696428571428571,0.5,0.06696428571428571,0.2527343187987506,
large,arc,semantic,3,C,both_R_and_action_valid_diagnostic_only,FFR_E0,224,15,0.06696428571428571,0.5480063795853269,0.10091405846377251,0.2512066142826169,
large,arc,semantic,3,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,224,15,0.06696428571428571,0.5,0.06696428571428571,0.2527343187987506,
large,arc,semantic,3,A,all,FFR_E0,224,4,0.017857142857142856,0.47045454545454546,0.019927434916057484,0.10152060383566022,
large,arc,semantic,3,A,all,constant_flip_rate,224,4,0.017857142857142856,0.5,0.017857142857142856,0.10101589913174099,
large,arc,semantic,3,A,both_R_and_action_valid_diagnostic_only,FFR_E0,222,2,0.009009009009009009,0.4068181818181818,0.011046095056126104,0.05369533384400121,
large,arc,semantic,3,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,222,2,0.009009009009009009,0.5,0.009009009009009009,0.05318244455495519,
large,arc,semantic,4,T,all,FFR_E0,223,7,0.03139013452914798,0.6587301587301587,0.0867242348349362,0.1385540165857467,
large,arc,semantic,4,T,all,constant_flip_rate,223,7,0.03139013452914798,0.5,0.03139013452914798,0.14088878724798548,
large,arc,semantic,4,T,both_R_and_action_valid_diagnostic_only,FFR_E0,223,7,0.03139013452914798,0.6587301587301587,0.0867242348349362,0.1385540165857467,
large,arc,semantic,4,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,223,7,0.03139013452914798,0.5,0.03139013452914798,0.14088878724798548,
large,arc,semantic,4,C,all,FFR_E0,223,11,0.04932735426008968,0.48070325900514577,0.05652417401957073,0.19858383442967267,
large,arc,semantic,4,C,all,constant_flip_rate,223,11,0.04932735426008968,0.5,0.04932735426008968,0.19667223293752897,
large,arc,semantic,4,C,both_R_and_action_valid_diagnostic_only,FFR_E0,222,10,0.04504504504504504,0.5216981132075471,0.056908298367623567,0.1840388664170093,
large,arc,semantic,4,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,222,10,0.04504504504504504,0.5,0.04504504504504504,0.1836645927873799,
large,arc,semantic,4,A,all,FFR_E0,223,0,0.0,NA,NA,0.008886080027328894,single_class_evaluation
large,arc,semantic,4,A,all,constant_flip_rate,223,0,0.0,NA,NA,0.00896866998276041,single_class_evaluation
large,arc,semantic,4,A,both_R_and_action_valid_diagnostic_only,FFR_E0,223,0,0.0,NA,NA,0.008886080027328894,single_class_evaluation
large,arc,semantic,4,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,223,0,0.0,NA,NA,0.00896866998276041,single_class_evaluation
small,obqa,word,pooled,T,all,FFR_E0,3466,1575,0.45441431044431624,0.5280249804839968,0.47946150688293754,0.6939059569097342,
small,obqa,word,pooled,T,all,constant_flip_rate,3466,1575,0.45441431044431624,0.4840453946429621,0.4447094736658351,0.6892245861457722,
small,obqa,word,pooled,T,both_R_and_action_valid_diagnostic_only,FFR_E0,3142,1295,0.41215786123488224,0.5261400622526773,0.4324133445964948,0.6865718607318051,
small,obqa,word,pooled,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,3142,1295,0.41215786123488224,0.4822905975044578,0.40219002709329915,0.6815371114899068,
small,obqa,word,pooled,C,all,FFR_E0,3466,1638,0.4725908828620889,0.5508191662458621,0.5157737951722943,0.6929393730905303,
small,obqa,word,pooled,C,all,constant_flip_rate,3466,1638,0.4725908828620889,0.4843664419703807,0.4621372834572541,0.6918877152246147,
small,obqa,word,pooled,C,both_R_and_action_valid_diagnostic_only,FFR_E0,3306,1478,0.4470659407138536,0.5412309052092987,0.48393775365911396,0.6930241835640157,
small,obqa,word,pooled,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,3306,1478,0.4470659407138536,0.4876724046037729,0.4391100467797002,0.6890308015592688,
small,obqa,word,pooled,A,all,FFR_E0,3466,240,0.06924408540103866,0.5426934800578632,0.08351922406090553,0.25141396388783077,
small,obqa,word,pooled,A,all,constant_flip_rate,3466,240,0.06924408540103866,0.4589436092167803,0.0636179227981738,0.25209396321584027,
small,obqa,word,pooled,A,both_R_and_action_valid_diagnostic_only,FFR_E0,3128,58,0.01854219948849105,0.4121925193754914,0.01488987603982707,0.12107330085027118,
small,obqa,word,pooled,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,3128,58,0.01854219948849105,0.4799955071324273,0.01840678381534646,0.12000221664729656,
small,obqa,word,0,T,all,FFR_E0,694,323,0.4654178674351585,0.5514257341466875,0.5058785051984097,0.688880317782782,
small,obqa,word,0,T,all,constant_flip_rate,694,323,0.4654178674351585,0.5,0.4654178674351585,0.6911349483199473,
small,obqa,word,0,T,both_R_and_action_valid_diagnostic_only,FFR_E0,627,267,0.4258373205741627,0.5515605493133583,0.4651478385564112,0.6814280612278992,
small,obqa,word,0,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,627,267,0.4258373205741627,0.5,0.4258373205741627,0.6834575863452842,
small,obqa,word,0,C,all,FFR_E0,694,334,0.4812680115273775,0.5761393878908849,0.5651570987901433,0.685923062430014,
small,obqa,word,0,C,all,constant_flip_rate,694,334,0.4812680115273775,0.5,0.4812680115273775,0.6926813094548517,
small,obqa,word,0,C,both_R_and_action_valid_diagnostic_only,FFR_E0,662,302,0.4561933534743202,0.5691409124356144,0.5341512877721932,0.6858314992452874,
small,obqa,word,0,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,662,302,0.4561933534743202,0.5,0.4561933534743202,0.6897108534612159,
small,obqa,word,0,A,all,FFR_E0,694,59,0.08501440922190202,0.5683437875350327,0.10272184359107515,0.2919764200213857,
small,obqa,word,0,A,all,constant_flip_rate,694,59,0.08501440922190202,0.5,0.08501440922190202,0.29377420973108553,
small,obqa,word,0,A,both_R_and_action_valid_diagnostic_only,FFR_E0,616,12,0.01948051948051948,0.3995584988962472,0.022726929270385568,0.12046226607018583,
small,obqa,word,0,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,616,12,0.01948051948051948,0.5,0.01948051948051948,0.11936872811059851,
small,obqa,word,1,T,all,FFR_E0,693,304,0.43867243867243866,0.5604705046678392,0.5000465214018561,0.680997794588445,
small,obqa,word,1,T,all,constant_flip_rate,693,304,0.43867243867243866,0.5,0.43867243867243866,0.6863876859972194,
small,obqa,word,1,T,both_R_and_action_valid_diagnostic_only,FFR_E0,620,238,0.38387096774193546,0.5639821373575609,0.43989238474315073,0.6717955126916078,
small,obqa,word,1,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,620,238,0.38387096774193546,0.5,0.38387096774193546,0.677236193211119,
small,obqa,word,1,C,all,FFR_E0,693,339,0.48917748917748916,0.5414812592703698,0.5293197508751729,0.6965484900492414,
small,obqa,word,1,C,all,constant_flip_rate,693,339,0.48917748917748916,0.5,0.48917748917748916,0.6937746972686222,
small,obqa,word,1,C,both_R_and_action_valid_diagnostic_only,FFR_E0,654,300,0.45871559633027525,0.5354237288135593,0.4985952651758595,0.694845262000065,
small,obqa,word,1,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,654,300,0.45871559633027525,0.5,0.45871559633027525,0.6899247692328643,
small,obqa,word,1,A,all,FFR_E0,693,41,0.05916305916305916,0.5095391291336226,0.062168284947608836,0.22785845948518843,
small,obqa,word,1,A,all,constant_flip_rate,693,41,0.05916305916305916,0.5,0.05916305916305916,0.22592085673920792,
small,obqa,word,1,A,both_R_and_action_valid_diagnostic_only,FFR_E0,627,14,0.022328548644338118,0.39233278955954326,0.018162954002130707,0.13384622293472873,
small,obqa,word,1,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,627,14,0.022328548644338118,0.5,0.022328548644338118,0.13162776732899176,
small,obqa,word,2,T,all,FFR_E0,693,302,0.4357864357864358,0.5439948510357209,0.46224734242641785,0.6880886832768951,
small,obqa,word,2,T,all,constant_flip_rate,693,302,0.4357864357864358,0.5,0.4357864357864358,0.685972326832741,
small,obqa,word,2,T,both_R_and_action_valid_diagnostic_only,FFR_E0,637,253,0.39717425431711145,0.5438591073781291,0.4215572239500286,0.6820167067465481,
small,obqa,word,2,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,637,253,0.39717425431711145,0.5,0.39717425431711145,0.6796365007528272,
small,obqa,word,2,C,all,FFR_E0,693,309,0.4458874458874459,0.5448776294498382,0.48152542078441185,0.6921074367956289,
small,obqa,word,2,C,all,constant_flip_rate,693,309,0.4458874458874459,0.5,0.4458874458874459,0.689517041557687,
small,obqa,word,2,C,both_R_and_action_valid_diagnostic_only,FFR_E0,673,289,0.4294205052005943,0.5427660034602076,0.46553065287292683,0.6917234467745678,
small,obqa,word,2,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,673,289,0.4294205052005943,0.5,0.4294205052005943,0.6881504458565029,
small,obqa,word,2,A,all,FFR_E0,693,48,0.06926406926406926,0.561078811369509,0.08446582179921458,0.2511213048266094,
small,obqa,word,2,A,all,constant_flip_rate,693,48,0.06926406926406926,0.5,0.06926406926406926,0.2517311543086504,
small,obqa,word,2,A,both_R_and_action_valid_diagnostic_only,FFR_E0,632,5,0.007911392405063292,0.532695374800638,0.01114143173511169,0.09268146275707238,
small,obqa,word,2,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,632,5,0.007911392405063292,0.5,0.007911392405063292,0.09231009928079419,
small,obqa,word,3,T,all,FFR_E0,693,319,0.4603174603174603,0.48427572796003554,0.45738258864238096,0.7095841189518635,
small,obqa,word,3,T,all,constant_flip_rate,693,319,0.4603174603174603,0.5,0.4603174603174603,0.6901042144782181,
small,obqa,word,3,T,both_R_and_action_valid_diagnostic_only,FFR_E0,623,264,0.42375601926163725,0.4805646999240314,0.41265314714714196,0.7025338110381059,
small,obqa,word,3,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,623,264,0.42375601926163725,0.5,0.42375601926163725,0.6832013181654522,
small,obqa,word,3,C,all,FFR_E0,693,326,0.4704184704184704,0.5347453235485866,0.5113088601724474,0.6981156038371095,
small,obqa,word,3,C,all,constant_flip_rate,693,326,0.4704184704184704,0.5,0.4704184704184704,0.6914108159320522,
small,obqa,word,3,C,both_R_and_action_valid_diagnostic_only,FFR_E0,654,287,0.43883792048929665,0.5133439033884306,0.463819594080199,0.6986715570977415,
small,obqa,word,3,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,654,287,0.43883792048929665,0.5,0.43883792048929665,0.688013745370878,
small,obqa,word,3,A,all,FFR_E0,693,51,0.0735930735930736,0.5341152037138843,0.09417388871762848,0.26291253231121386,
small,obqa,word,3,A,all,constant_flip_rate,693,51,0.0735930735930736,0.5,0.0735930735930736,0.26306259390518366,
small,obqa,word,3,A,both_R_and_action_valid_diagnostic_only,FFR_E0,620,17,0.027419354838709678,0.3748902546093064,0.0223290432429631,0.14401440267062351,
small,obqa,word,3,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,620,17,0.027419354838709678,0.5,0.027419354838709678,0.14230230401542823,
small,obqa,word,4,T,all,FFR_E0,693,327,0.47186147186147187,0.5111127822061796,0.49242234027059745,0.7019861219531975,
small,obqa,word,4,T,all,constant_flip_rate,693,327,0.47186147186147187,0.5,0.47186147186147187,0.6925209984453617,
small,obqa,word,4,T,both_R_and_action_valid_diagnostic_only,FFR_E0,635,273,0.42992125984251967,0.5061218707627547,0.44816841804534413,0.6949873506871674,
small,obqa,word,4,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,635,273,0.42992125984251967,0.5,0.42992125984251967,0.6841139931894059,
small,obqa,word,4,C,all,FFR_E0,693,330,0.47619047619047616,0.5588362968528258,0.5128525439597189,0.6920123968870656,
small,obqa,word,4,C,all,constant_flip_rate,693,330,0.47619047619047616,0.5,0.47619047619047616,0.6920535667522407,
small,obqa,word,4,C,both_R_and_action_valid_diagnostic_only,FFR_E0,663,300,0.45248868778280543,0.5451056014692378,0.47892469725011877,0.6941593046651673,
small,obqa,word,4,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,663,300,0.45248868778280543,0.5,0.45248868778280543,0.6893668270759333,
small,obqa,word,4,A,all,FFR_E0,693,41,0.05916305916305916,0.5725721981146191,0.12465552206964296,0.22314257111202412,
small,obqa,word,4,A,all,constant_flip_rate,693,41,0.05916305916305916,0.5,0.05916305916305916,0.22592085673920792,
small,obqa,word,4,A,both_R_and_action_valid_diagnostic_only,FFR_E0,633,10,0.01579778830963665,0.48651685393258426,0.015784196748651103,0.11489310151987758,
small,obqa,word,4,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,633,10,0.01579778830963665,0.5,0.01579778830963665,0.11490959843018916,
small,obqa,semantic,pooled,T,all,FFR_E0,3466,1575,0.45441431044431624,0.543571974180118,0.48760595859686484,0.6882690940693417,
small,obqa,semantic,pooled,T,all,constant_flip_rate,3466,1575,0.45441431044431624,0.4840453946429621,0.4447094736658351,0.6892245861457722,
small,obqa,semantic,pooled,T,both_R_and_action_valid_diagnostic_only,FFR_E0,3142,1295,0.41215786123488224,0.5355072297140515,0.43373740786294623,0.6821393121806832,
small,obqa,semantic,pooled,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,3142,1295,0.41215786123488224,0.4822905975044578,0.40219002709329915,0.6815371114899068,
small,obqa,semantic,pooled,C,all,FFR_E0,3466,1638,0.4725908828620889,0.5591517648410427,0.5282068258389941,0.6882995596258811,
small,obqa,semantic,pooled,C,all,constant_flip_rate,3466,1638,0.4725908828620889,0.4843664419703807,0.4621372834572541,0.6918877152246147,
small,obqa,semantic,pooled,C,both_R_and_action_valid_diagnostic_only,FFR_E0,3306,1478,0.4470659407138536,0.5386063430681357,0.47820139623162755,0.6913085726702677,
small,obqa,semantic,pooled,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,3306,1478,0.4470659407138536,0.4876724046037729,0.4391100467797002,0.6890308015592688,
small,obqa,semantic,pooled,A,all,FFR_E0,3466,240,0.06924408540103866,0.6345203037817732,0.11423888329409204,0.2442948278104164,
small,obqa,semantic,pooled,A,all,constant_flip_rate,3466,240,0.06924408540103866,0.4589436092167803,0.0636179227981738,0.25209396321584027,
small,obqa,semantic,pooled,A,both_R_and_action_valid_diagnostic_only,FFR_E0,3128,58,0.01854219948849105,0.4577165000561608,0.016979969349226628,0.12054984890947762,
small,obqa,semantic,pooled,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,3128,58,0.01854219948849105,0.4799955071324273,0.01840678381534646,0.12000221664729656,
small,obqa,semantic,0,T,all,FFR_E0,694,323,0.4654178674351585,0.5444326687974097,0.487333921486076,0.6908991421098559,
small,obqa,semantic,0,T,all,constant_flip_rate,694,323,0.4654178674351585,0.5,0.4654178674351585,0.6911349483199473,
small,obqa,semantic,0,T,both_R_and_action_valid_diagnostic_only,FFR_E0,627,267,0.4258373205741627,0.5320848938826467,0.43459136981293667,0.6857517512598803,
small,obqa,semantic,0,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,627,267,0.4258373205741627,0.5,0.4258373205741627,0.6834575863452842,
small,obqa,semantic,0,C,all,FFR_E0,694,334,0.4812680115273775,0.6017631403858948,0.5674773983842522,0.6779745081742631,
small,obqa,semantic,0,C,all,constant_flip_rate,694,334,0.4812680115273775,0.5,0.4812680115273775,0.6926813094548517,
small,obqa,semantic,0,C,both_R_and_action_valid_diagnostic_only,FFR_E0,662,302,0.4561933534743202,0.5835448859455482,0.5207274075542649,0.6800486236201919,
small,obqa,semantic,0,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,662,302,0.4561933534743202,0.5,0.4561933534743202,0.6897108534612159,
small,obqa,semantic,0,A,all,FFR_E0,694,59,0.08501440922190202,0.6950754037101294,0.189386417439124,0.2780692883161716,
small,obqa,semantic,0,A,all,constant_flip_rate,694,59,0.08501440922190202,0.5,0.08501440922190202,0.29377420973108553,
small,obqa,semantic,0,A,both_R_and_action_valid_diagnostic_only,FFR_E0,616,12,0.01948051948051948,0.39638520971302427,0.016347294311377273,0.12122349843877822,
small,obqa,semantic,0,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,616,12,0.01948051948051948,0.5,0.01948051948051948,0.11936872811059851,
small,obqa,semantic,1,T,all,FFR_E0,693,304,0.43867243867243866,0.5412917737789202,0.47973935242201654,0.6861956327937762,
small,obqa,semantic,1,T,all,constant_flip_rate,693,304,0.43867243867243866,0.5,0.43867243867243866,0.6863876859972194,
small,obqa,semantic,1,T,both_R_and_action_valid_diagnostic_only,FFR_E0,620,238,0.38387096774193546,0.5408398961678912,0.4112650362146407,0.6771422171944024,
small,obqa,semantic,1,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,620,238,0.38387096774193546,0.5,0.38387096774193546,0.677236193211119,
small,obqa,semantic,1,C,all,FFR_E0,693,339,0.48917748917748916,0.552455710547806,0.5385214811101187,0.6940037538707985,
small,obqa,semantic,1,C,all,constant_flip_rate,693,339,0.48917748917748916,0.5,0.48917748917748916,0.6937746972686222,
small,obqa,semantic,1,C,both_R_and_action_valid_diagnostic_only,FFR_E0,654,300,0.45871559633027525,0.5302824858757063,0.48280138028953506,0.6971166302375821,
small,obqa,semantic,1,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,654,300,0.45871559633027525,0.5,0.45871559633027525,0.6899247692328643,
