pair,dataset,family,n_actions,lambda,n,version,panel_accuracy,action_cost_replay_ms,cost_scope
small,arc,semantic,3,0.03,128,old_V2_rescored,0.4765625,443.75045394531253,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,0.03,128,updated_V2,0.4765625,443.75045394531253,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,0.1,128,old_V2_rescored,0.484375,440.064044171875,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,0.1,128,updated_V2,0.484375,440.064044171875,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,0.3,128,old_V2_rescored,0.484375,437.507433359375,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,0.3,128,updated_V2,0.484375,437.86278881249996,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,1,128,old_V2_rescored,0.40625,364.0666034765626,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,1,128,updated_V2,0.390625,369.61550867968754,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,3,128,old_V2_rescored,0.375,339.92643351562504,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,3,3,128,updated_V2,0.375,339.8117859296875,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0,128,old_V2_rescored,0.4765625,494.648617125,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0,128,updated_V2,0.4765625,494.648617125,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0.01,128,old_V2_rescored,0.4765625,449.7730221484375,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0.01,128,updated_V2,0.4765625,449.7730221484375,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0.03,128,old_V2_rescored,0.4765625,444.009472921875,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0.03,128,updated_V2,0.4765625,444.009472921875,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0.1,128,old_V2_rescored,0.484375,440.32306314843754,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0.1,128,updated_V2,0.484375,440.32306314843754,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0.3,128,old_V2_rescored,0.4765625,436.80685746875,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,0.3,128,updated_V2,0.4765625,437.16221292187504,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,1,128,old_V2_rescored,0.40625,361.7938446171875,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,1,128,updated_V2,0.3828125,365.29131046875,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,3,128,old_V2_rescored,0.3828125,337.7646002578125,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,3,128,updated_V2,0.3828125,337.7646002578125,old panel action-only replay; new router overhead unmeasured; not new full latency
small,arc,semantic,4,NA,128,fixed_R,0.375,340.99512340625,old panel action-only replay; fixed action
small,arc,semantic,4,NA,128,fixed_T,0.3984375,1204.8778762031252,old panel action-only replay; fixed action
small,arc,semantic,4,NA,128,fixed_C,0.484375,440.064044171875,old panel action-only replay; fixed action
small,arc,semantic,4,NA,128,fixed_A,0.3828125,348.11612971093746,old panel action-only replay; fixed action
