pair,dataset,family,fold,action,validity_scope,n,flip_count,flip_rate,gain_count,harm_count,zero_gain_flip_count,R_accuracy,action_accuracy
large,arc,semantic,0,A,both_valid,224,2,0.008928571428571428,0,2,0,0.8928571428571429,0.8839285714285714
large,arc,semantic,0,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,0,A,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,0,A,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,1,T,all,224,6,0.026785714285714284,5,0,1,0.9375,0.9598214285714286
large,arc,semantic,1,T,both_valid,224,6,0.026785714285714284,5,0,1,0.9375,0.9598214285714286
large,arc,semantic,1,T,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,1,T,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,1,T,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,1,C,all,224,8,0.03571428571428571,4,2,2,0.9375,0.9464285714285714
large,arc,semantic,1,C,both_valid,224,8,0.03571428571428571,4,2,2,0.9375,0.9464285714285714
large,arc,semantic,1,C,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,1,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,1,C,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,1,A,all,224,1,0.004464285714285714,0,0,1,0.9375,0.9375
large,arc,semantic,1,A,both_valid,223,0,0.0,0,0,0,0.9417040358744395,0.9417040358744395
large,arc,semantic,1,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,1,A,action_invalid_only,1,1,1.0,0,0,1,0.0,0.0
large,arc,semantic,1,A,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,T,all,224,10,0.044642857142857144,5,5,0,0.9151785714285714,0.9151785714285714
large,arc,semantic,2,T,both_valid,224,10,0.044642857142857144,5,5,0,0.9151785714285714,0.9151785714285714
large,arc,semantic,2,T,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,T,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,T,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,C,all,224,9,0.04017857142857143,1,4,4,0.9151785714285714,0.9017857142857143
large,arc,semantic,2,C,both_valid,224,9,0.04017857142857143,1,4,4,0.9151785714285714,0.9017857142857143
large,arc,semantic,2,C,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,C,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,A,all,224,1,0.004464285714285714,0,1,0,0.9151785714285714,0.9107142857142857
large,arc,semantic,2,A,both_valid,224,1,0.004464285714285714,0,1,0,0.9151785714285714,0.9107142857142857
large,arc,semantic,2,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,A,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,2,A,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,3,T,all,224,9,0.04017857142857143,5,3,1,0.8883928571428571,0.8973214285714286
large,arc,semantic,3,T,both_valid,224,9,0.04017857142857143,5,3,1,0.8883928571428571,0.8973214285714286
large,arc,semantic,3,T,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,3,T,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,3,T,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,3,C,all,224,15,0.06696428571428571,6,6,3,0.8883928571428571,0.8883928571428571
large,arc,semantic,3,C,both_valid,224,15,0.06696428571428571,6,6,3,0.8883928571428571,0.8883928571428571
large,arc,semantic,3,C,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,3,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,3,C,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,3,A,all,224,4,0.017857142857142856,1,1,2,0.8883928571428571,0.8883928571428571
large,arc,semantic,3,A,both_valid,222,2,0.009009009009009009,1,0,1,0.8918918918918919,0.8963963963963963
large,arc,semantic,3,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,3,A,action_invalid_only,2,2,1.0,0,1,1,0.5,0.0
large,arc,semantic,3,A,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,4,T,all,223,7,0.03139013452914798,6,1,0,0.9282511210762332,0.9506726457399103
large,arc,semantic,4,T,both_valid,223,7,0.03139013452914798,6,1,0,0.9282511210762332,0.9506726457399103
large,arc,semantic,4,T,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,4,T,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,4,T,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,4,C,all,223,11,0.04932735426008968,2,8,1,0.9282511210762332,0.9013452914798207
large,arc,semantic,4,C,both_valid,222,10,0.04504504504504504,2,8,0,0.9324324324324325,0.9054054054054054
large,arc,semantic,4,C,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,4,C,action_invalid_only,1,1,1.0,0,0,1,0.0,0.0
large,arc,semantic,4,C,both_invalid,0,0,NA,0,0,0,NA,NA
large,arc,semantic,4,A,all,223,0,0.0,0,0,0,0.9282511210762332,0.9282511210762332
large,arc,semantic,4,A,both_valid,223,0,0.0,0,0,0,0.9282511210762332,0.9282511210762332
large,arc,semantic,4,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,4,A,action_invalid_only,0,0,NA,0,0,0,NA,NA
large,arc,semantic,4,A,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,word,pooled,T,all,3466,1575,0.45441431044431624,632,385,558,0.3938257357184074,0.46508944027697635
small,obqa,word,pooled,T,both_valid,3142,1295,0.41215786123488224,577,325,393,0.4153405474220242,0.4955442393380013
small,obqa,word,pooled,T,R_invalid_only,115,115,1.0,55,0,60,0.0,0.4782608695652174
small,obqa,word,pooled,T,action_invalid_only,165,165,1.0,0,60,105,0.36363636363636365,0.0
small,obqa,word,pooled,T,both_invalid,44,0,0.0,0,0,0,0.0,0.0
small,obqa,word,pooled,C,all,3466,1638,0.4725908828620889,762,323,553,0.3938257357184074,0.5204847085978073
small,obqa,word,pooled,C,both_valid,3306,1478,0.4470659407138536,681,323,474,0.4128856624319419,0.5211736237144585
small,obqa,word,pooled,C,R_invalid_only,159,159,1.0,81,0,78,0.0,0.5094339622641509
small,obqa,word,pooled,C,action_invalid_only,1,1,1.0,0,0,1,0.0,0.0
small,obqa,word,pooled,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,word,pooled,A,all,3466,240,0.06924408540103866,33,53,154,0.3938257357184074,0.38805539526832084
small,obqa,word,pooled,A,both_valid,3128,58,0.01854219948849105,32,10,16,0.4226342710997442,0.4296675191815857
small,obqa,word,pooled,A,R_invalid_only,3,3,1.0,1,0,2,0.0,0.3333333333333333
small,obqa,word,pooled,A,action_invalid_only,179,179,1.0,0,43,136,0.24022346368715083,0.0
small,obqa,word,pooled,A,both_invalid,156,0,0.0,0,0,0,0.0,0.0
small,obqa,word,0,T,all,694,323,0.4654178674351585,124,93,106,0.4034582132564842,0.44812680115273773
small,obqa,word,0,T,both_valid,627,267,0.4258373205741627,112,80,75,0.4258373205741627,0.4768740031897927
small,obqa,word,0,T,R_invalid_only,20,20,1.0,12,0,8,0.0,0.6
small,obqa,word,0,T,action_invalid_only,36,36,1.0,0,13,23,0.3611111111111111,0.0
small,obqa,word,0,T,both_invalid,11,0,0.0,0,0,0,0.0,0.0
small,obqa,word,0,C,all,694,334,0.4812680115273775,148,73,113,0.4034582132564842,0.5115273775216138
small,obqa,word,0,C,both_valid,662,302,0.4561933534743202,129,73,100,0.4229607250755287,0.5075528700906344
small,obqa,word,0,C,R_invalid_only,31,31,1.0,19,0,12,0.0,0.6129032258064516
small,obqa,word,0,C,action_invalid_only,1,1,1.0,0,0,1,0.0,0.0
small,obqa,word,0,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,word,0,A,all,694,59,0.08501440922190202,7,14,38,0.4034582132564842,0.39337175792507206
small,obqa,word,0,A,both_valid,616,12,0.01948051948051948,7,2,3,0.43506493506493504,0.4431818181818182
small,obqa,word,0,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,word,0,A,action_invalid_only,47,47,1.0,0,12,35,0.2553191489361702,0.0
small,obqa,word,0,A,both_invalid,31,0,0.0,0,0,0,0.0,0.0
small,obqa,word,1,T,all,693,304,0.43867243867243866,126,67,111,0.37518037518037517,0.4603174603174603
small,obqa,word,1,T,both_valid,620,238,0.38387096774193546,110,49,79,0.3903225806451613,0.48870967741935484
small,obqa,word,1,T,R_invalid_only,32,32,1.0,16,0,16,0.0,0.5
small,obqa,word,1,T,action_invalid_only,34,34,1.0,0,18,16,0.5294117647058824,0.0
small,obqa,word,1,T,both_invalid,7,0,0.0,0,0,0,0.0,0.0
small,obqa,word,1,C,all,693,339,0.48917748917748916,156,61,122,0.37518037518037517,0.5122655122655123
small,obqa,word,1,C,both_valid,654,300,0.45871559633027525,135,61,104,0.39755351681957185,0.5107033639143731
small,obqa,word,1,C,R_invalid_only,39,39,1.0,21,0,18,0.0,0.5384615384615384
small,obqa,word,1,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,word,1,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,word,1,A,all,693,41,0.05916305916305916,10,7,24,0.37518037518037517,0.3795093795093795
small,obqa,word,1,A,both_valid,627,14,0.022328548644338118,10,2,2,0.40669856459330145,0.4194577352472089
small,obqa,word,1,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,word,1,A,action_invalid_only,27,27,1.0,0,5,22,0.18518518518518517,0.0
small,obqa,word,1,A,both_invalid,39,0,0.0,0,0,0,0.0,0.0
small,obqa,word,2,T,all,693,302,0.4357864357864358,135,68,99,0.4069264069264069,0.5036075036075036
small,obqa,word,2,T,both_valid,637,253,0.39717425431711145,126,56,71,0.423861852433281,0.533751962323391
small,obqa,word,2,T,R_invalid_only,13,13,1.0,9,0,4,0.0,0.6923076923076923
small,obqa,word,2,T,action_invalid_only,36,36,1.0,0,12,24,0.3333333333333333,0.0
small,obqa,word,2,T,both_invalid,7,0,0.0,0,0,0,0.0,0.0
small,obqa,word,2,C,all,693,309,0.4458874458874459,151,58,100,0.4069264069264069,0.5411255411255411
small,obqa,word,2,C,both_valid,673,289,0.4294205052005943,142,58,89,0.41901931649331353,0.5438335809806835
small,obqa,word,2,C,R_invalid_only,20,20,1.0,9,0,11,0.0,0.45
small,obqa,word,2,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,word,2,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,word,2,A,all,693,48,0.06926406926406926,4,11,33,0.4069264069264069,0.3968253968253968
small,obqa,word,2,A,both_valid,632,5,0.007911392405063292,3,1,1,0.43037974683544306,0.43354430379746833
small,obqa,word,2,A,R_invalid_only,2,2,1.0,1,0,1,0.0,0.5
small,obqa,word,2,A,action_invalid_only,41,41,1.0,0,10,31,0.24390243902439024,0.0
small,obqa,word,2,A,both_invalid,18,0,0.0,0,0,0,0.0,0.0
small,obqa,word,3,T,all,693,319,0.4603174603174603,127,83,109,0.3953823953823954,0.4588744588744589
small,obqa,word,3,T,both_valid,623,264,0.42375601926163725,119,74,71,0.42536115569823435,0.49759229534510435
small,obqa,word,3,T,R_invalid_only,24,24,1.0,8,0,16,0.0,0.3333333333333333
small,obqa,word,3,T,action_invalid_only,31,31,1.0,0,9,22,0.2903225806451613,0.0
small,obqa,word,3,T,both_invalid,15,0,0.0,0,0,0,0.0,0.0
small,obqa,word,3,C,all,693,326,0.4704184704184704,157,62,107,0.3953823953823954,0.5324675324675324
small,obqa,word,3,C,both_valid,654,287,0.43883792048929665,139,62,86,0.41896024464831805,0.536697247706422
small,obqa,word,3,C,R_invalid_only,39,39,1.0,18,0,21,0.0,0.46153846153846156
small,obqa,word,3,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,word,3,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,word,3,A,all,693,51,0.0735930735930736,7,10,34,0.3953823953823954,0.39105339105339104
small,obqa,word,3,A,both_valid,620,17,0.027419354838709678,7,4,6,0.432258064516129,0.43709677419354837
small,obqa,word,3,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,word,3,A,action_invalid_only,34,34,1.0,0,6,28,0.17647058823529413,0.0
small,obqa,word,3,A,both_invalid,39,0,0.0,0,0,0,0.0,0.0
small,obqa,word,4,T,all,693,327,0.47186147186147187,120,74,133,0.38816738816738816,0.45454545454545453
small,obqa,word,4,T,both_valid,635,273,0.42992125984251967,110,66,97,0.4110236220472441,0.48031496062992124
small,obqa,word,4,T,R_invalid_only,26,26,1.0,10,0,16,0.0,0.38461538461538464
small,obqa,word,4,T,action_invalid_only,28,28,1.0,0,8,20,0.2857142857142857,0.0
small,obqa,word,4,T,both_invalid,4,0,0.0,0,0,0,0.0,0.0
small,obqa,word,4,C,all,693,330,0.47619047619047616,150,69,111,0.38816738816738816,0.5050505050505051
small,obqa,word,4,C,both_valid,663,300,0.45248868778280543,136,69,95,0.4057315233785822,0.5067873303167421
small,obqa,word,4,C,R_invalid_only,30,30,1.0,14,0,16,0.0,0.4666666666666667
small,obqa,word,4,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,word,4,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,word,4,A,all,693,41,0.05916305916305916,5,11,25,0.38816738816738816,0.3795093795093795
small,obqa,word,4,A,both_valid,633,10,0.01579778830963665,5,1,4,0.40916271721958924,0.4154818325434439
small,obqa,word,4,A,R_invalid_only,1,1,1.0,0,0,1,0.0,0.0
small,obqa,word,4,A,action_invalid_only,30,30,1.0,0,10,20,0.3333333333333333,0.0
small,obqa,word,4,A,both_invalid,29,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,pooled,T,all,3466,1575,0.45441431044431624,632,385,558,0.3938257357184074,0.46508944027697635
small,obqa,semantic,pooled,T,both_valid,3142,1295,0.41215786123488224,577,325,393,0.4153405474220242,0.4955442393380013
small,obqa,semantic,pooled,T,R_invalid_only,115,115,1.0,55,0,60,0.0,0.4782608695652174
small,obqa,semantic,pooled,T,action_invalid_only,165,165,1.0,0,60,105,0.36363636363636365,0.0
small,obqa,semantic,pooled,T,both_invalid,44,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,pooled,C,all,3466,1638,0.4725908828620889,762,323,553,0.3938257357184074,0.5204847085978073
small,obqa,semantic,pooled,C,both_valid,3306,1478,0.4470659407138536,681,323,474,0.4128856624319419,0.5211736237144585
small,obqa,semantic,pooled,C,R_invalid_only,159,159,1.0,81,0,78,0.0,0.5094339622641509
small,obqa,semantic,pooled,C,action_invalid_only,1,1,1.0,0,0,1,0.0,0.0
small,obqa,semantic,pooled,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,pooled,A,all,3466,240,0.06924408540103866,33,53,154,0.3938257357184074,0.38805539526832084
small,obqa,semantic,pooled,A,both_valid,3128,58,0.01854219948849105,32,10,16,0.4226342710997442,0.4296675191815857
small,obqa,semantic,pooled,A,R_invalid_only,3,3,1.0,1,0,2,0.0,0.3333333333333333
small,obqa,semantic,pooled,A,action_invalid_only,179,179,1.0,0,43,136,0.24022346368715083,0.0
small,obqa,semantic,pooled,A,both_invalid,156,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,0,T,all,694,323,0.4654178674351585,124,93,106,0.4034582132564842,0.44812680115273773
small,obqa,semantic,0,T,both_valid,627,267,0.4258373205741627,112,80,75,0.4258373205741627,0.4768740031897927
small,obqa,semantic,0,T,R_invalid_only,20,20,1.0,12,0,8,0.0,0.6
small,obqa,semantic,0,T,action_invalid_only,36,36,1.0,0,13,23,0.3611111111111111,0.0
small,obqa,semantic,0,T,both_invalid,11,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,0,C,all,694,334,0.4812680115273775,148,73,113,0.4034582132564842,0.5115273775216138
small,obqa,semantic,0,C,both_valid,662,302,0.4561933534743202,129,73,100,0.4229607250755287,0.5075528700906344
small,obqa,semantic,0,C,R_invalid_only,31,31,1.0,19,0,12,0.0,0.6129032258064516
small,obqa,semantic,0,C,action_invalid_only,1,1,1.0,0,0,1,0.0,0.0
small,obqa,semantic,0,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,0,A,all,694,59,0.08501440922190202,7,14,38,0.4034582132564842,0.39337175792507206
small,obqa,semantic,0,A,both_valid,616,12,0.01948051948051948,7,2,3,0.43506493506493504,0.4431818181818182
small,obqa,semantic,0,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,0,A,action_invalid_only,47,47,1.0,0,12,35,0.2553191489361702,0.0
small,obqa,semantic,0,A,both_invalid,31,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,1,T,all,693,304,0.43867243867243866,126,67,111,0.37518037518037517,0.4603174603174603
small,obqa,semantic,1,T,both_valid,620,238,0.38387096774193546,110,49,79,0.3903225806451613,0.48870967741935484
small,obqa,semantic,1,T,R_invalid_only,32,32,1.0,16,0,16,0.0,0.5
small,obqa,semantic,1,T,action_invalid_only,34,34,1.0,0,18,16,0.5294117647058824,0.0
small,obqa,semantic,1,T,both_invalid,7,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,1,C,all,693,339,0.48917748917748916,156,61,122,0.37518037518037517,0.5122655122655123
small,obqa,semantic,1,C,both_valid,654,300,0.45871559633027525,135,61,104,0.39755351681957185,0.5107033639143731
small,obqa,semantic,1,C,R_invalid_only,39,39,1.0,21,0,18,0.0,0.5384615384615384
small,obqa,semantic,1,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,1,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,1,A,all,693,41,0.05916305916305916,10,7,24,0.37518037518037517,0.3795093795093795
small,obqa,semantic,1,A,both_valid,627,14,0.022328548644338118,10,2,2,0.40669856459330145,0.4194577352472089
small,obqa,semantic,1,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,1,A,action_invalid_only,27,27,1.0,0,5,22,0.18518518518518517,0.0
small,obqa,semantic,1,A,both_invalid,39,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,2,T,all,693,302,0.4357864357864358,135,68,99,0.4069264069264069,0.5036075036075036
small,obqa,semantic,2,T,both_valid,637,253,0.39717425431711145,126,56,71,0.423861852433281,0.533751962323391
small,obqa,semantic,2,T,R_invalid_only,13,13,1.0,9,0,4,0.0,0.6923076923076923
small,obqa,semantic,2,T,action_invalid_only,36,36,1.0,0,12,24,0.3333333333333333,0.0
small,obqa,semantic,2,T,both_invalid,7,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,2,C,all,693,309,0.4458874458874459,151,58,100,0.4069264069264069,0.5411255411255411
small,obqa,semantic,2,C,both_valid,673,289,0.4294205052005943,142,58,89,0.41901931649331353,0.5438335809806835
small,obqa,semantic,2,C,R_invalid_only,20,20,1.0,9,0,11,0.0,0.45
small,obqa,semantic,2,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,2,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,2,A,all,693,48,0.06926406926406926,4,11,33,0.4069264069264069,0.3968253968253968
small,obqa,semantic,2,A,both_valid,632,5,0.007911392405063292,3,1,1,0.43037974683544306,0.43354430379746833
small,obqa,semantic,2,A,R_invalid_only,2,2,1.0,1,0,1,0.0,0.5
small,obqa,semantic,2,A,action_invalid_only,41,41,1.0,0,10,31,0.24390243902439024,0.0
small,obqa,semantic,2,A,both_invalid,18,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,3,T,all,693,319,0.4603174603174603,127,83,109,0.3953823953823954,0.4588744588744589
small,obqa,semantic,3,T,both_valid,623,264,0.42375601926163725,119,74,71,0.42536115569823435,0.49759229534510435
small,obqa,semantic,3,T,R_invalid_only,24,24,1.0,8,0,16,0.0,0.3333333333333333
small,obqa,semantic,3,T,action_invalid_only,31,31,1.0,0,9,22,0.2903225806451613,0.0
small,obqa,semantic,3,T,both_invalid,15,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,3,C,all,693,326,0.4704184704184704,157,62,107,0.3953823953823954,0.5324675324675324
small,obqa,semantic,3,C,both_valid,654,287,0.43883792048929665,139,62,86,0.41896024464831805,0.536697247706422
small,obqa,semantic,3,C,R_invalid_only,39,39,1.0,18,0,21,0.0,0.46153846153846156
small,obqa,semantic,3,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,3,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,3,A,all,693,51,0.0735930735930736,7,10,34,0.3953823953823954,0.39105339105339104
small,obqa,semantic,3,A,both_valid,620,17,0.027419354838709678,7,4,6,0.432258064516129,0.43709677419354837
small,obqa,semantic,3,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,3,A,action_invalid_only,34,34,1.0,0,6,28,0.17647058823529413,0.0
small,obqa,semantic,3,A,both_invalid,39,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,4,T,all,693,327,0.47186147186147187,120,74,133,0.38816738816738816,0.45454545454545453
small,obqa,semantic,4,T,both_valid,635,273,0.42992125984251967,110,66,97,0.4110236220472441,0.48031496062992124
small,obqa,semantic,4,T,R_invalid_only,26,26,1.0,10,0,16,0.0,0.38461538461538464
small,obqa,semantic,4,T,action_invalid_only,28,28,1.0,0,8,20,0.2857142857142857,0.0
small,obqa,semantic,4,T,both_invalid,4,0,0.0,0,0,0,0.0,0.0
small,obqa,semantic,4,C,all,693,330,0.47619047619047616,150,69,111,0.38816738816738816,0.5050505050505051
small,obqa,semantic,4,C,both_valid,663,300,0.45248868778280543,136,69,95,0.4057315233785822,0.5067873303167421
small,obqa,semantic,4,C,R_invalid_only,30,30,1.0,14,0,16,0.0,0.4666666666666667
small,obqa,semantic,4,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,4,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,obqa,semantic,4,A,all,693,41,0.05916305916305916,5,11,25,0.38816738816738816,0.3795093795093795
small,obqa,semantic,4,A,both_valid,633,10,0.01579778830963665,5,1,4,0.40916271721958924,0.4154818325434439
small,obqa,semantic,4,A,R_invalid_only,1,1,1.0,0,0,1,0.0,0.0
small,obqa,semantic,4,A,action_invalid_only,30,30,1.0,0,10,20,0.3333333333333333,0.0
small,obqa,semantic,4,A,both_invalid,29,0,0.0,0,0,0,0.0,0.0
small,arc,word,pooled,T,all,1119,578,0.516532618409294,243,137,198,0.37890974084003576,0.4736371760500447
small,arc,word,pooled,T,both_valid,923,422,0.457204767063922,204,109,109,0.42903575297941493,0.5319609967497292
small,arc,word,pooled,T,R_invalid_only,69,69,1.0,39,0,30,0.0,0.5652173913043478
small,arc,word,pooled,T,action_invalid_only,87,87,1.0,0,28,59,0.3218390804597701,0.0
small,arc,word,pooled,T,both_invalid,40,0,0.0,0,0,0,0.0,0.0
small,arc,word,pooled,C,all,1119,615,0.5495978552278821,328,81,206,0.37890974084003576,0.5996425379803396
small,arc,word,pooled,C,both_valid,1006,504,0.5009940357852882,265,78,161,0.41848906560636184,0.6043737574552683
small,arc,word,pooled,C,R_invalid_only,107,107,1.0,63,0,44,0.0,0.5887850467289719
small,arc,word,pooled,C,action_invalid_only,4,4,1.0,0,3,1,0.75,0.0
small,arc,word,pooled,C,both_invalid,2,0,0.0,0,0,0,0.0,0.0
small,arc,word,pooled,A,all,1119,140,0.12511170688114387,19,31,90,0.37890974084003576,0.3681858802502234
small,arc,word,pooled,A,both_valid,907,31,0.034178610804851156,14,5,12,0.4388092613009923,0.4487320837927233
small,arc,word,pooled,A,R_invalid_only,6,6,1.0,5,0,1,0.0,0.8333333333333334
small,arc,word,pooled,A,action_invalid_only,103,103,1.0,0,26,77,0.2524271844660194,0.0
small,arc,word,pooled,A,both_invalid,103,0,0.0,0,0,0,0.0,0.0
small,arc,word,0,T,all,224,125,0.5580357142857143,51,37,37,0.38839285714285715,0.45089285714285715
small,arc,word,0,T,both_valid,182,92,0.5054945054945055,42,31,19,0.44505494505494503,0.5054945054945055
small,arc,word,0,T,R_invalid_only,12,12,1.0,9,0,3,0.0,0.75
small,arc,word,0,T,action_invalid_only,21,21,1.0,0,6,15,0.2857142857142857,0.0
small,arc,word,0,T,both_invalid,9,0,0.0,0,0,0,0.0,0.0
small,arc,word,0,C,all,224,114,0.5089285714285714,68,14,32,0.38839285714285715,0.6294642857142857
small,arc,word,0,C,both_valid,202,92,0.45544554455445546,55,13,24,0.42574257425742573,0.6336633663366337
small,arc,word,0,C,R_invalid_only,21,21,1.0,13,0,8,0.0,0.6190476190476191
small,arc,word,0,C,action_invalid_only,1,1,1.0,0,1,0,1.0,0.0
small,arc,word,0,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,arc,word,0,A,all,224,26,0.11607142857142858,3,4,19,0.38839285714285715,0.38392857142857145
small,arc,word,0,A,both_valid,182,5,0.027472527472527472,3,0,2,0.45604395604395603,0.4725274725274725
small,arc,word,0,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
small,arc,word,0,A,action_invalid_only,21,21,1.0,0,4,17,0.19047619047619047,0.0
small,arc,word,0,A,both_invalid,21,0,0.0,0,0,0,0.0,0.0
small,arc,word,1,T,all,224,115,0.5133928571428571,53,28,34,0.42410714285714285,0.5357142857142857
small,arc,word,1,T,both_valid,184,82,0.44565217391304346,43,22,17,0.483695652173913,0.5978260869565217
small,arc,word,1,T,R_invalid_only,17,17,1.0,10,0,7,0.0,0.5882352941176471
small,arc,word,1,T,action_invalid_only,16,16,1.0,0,6,10,0.375,0.0
small,arc,word,1,T,both_invalid,7,0,0.0,0,0,0,0.0,0.0
small,arc,word,1,C,all,224,123,0.5491071428571429,60,18,45,0.42410714285714285,0.6116071428571429
small,arc,word,1,C,both_valid,200,99,0.495,45,18,36,0.475,0.61
small,arc,word,1,C,R_invalid_only,24,24,1.0,15,0,9,0.0,0.625
small,arc,word,1,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,arc,word,1,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,arc,word,1,A,all,224,21,0.09375,6,4,11,0.42410714285714285,0.4330357142857143
small,arc,word,1,A,both_valid,187,6,0.03208556149732621,4,1,1,0.4919786096256685,0.5080213903743316
small,arc,word,1,A,R_invalid_only,2,2,1.0,2,0,0,0.0,1.0
small,arc,word,1,A,action_invalid_only,13,13,1.0,0,3,10,0.23076923076923078,0.0
small,arc,word,1,A,both_invalid,22,0,0.0,0,0,0,0.0,0.0
small,arc,word,2,T,all,224,125,0.5580357142857143,47,21,57,0.3125,0.42857142857142855
small,arc,word,2,T,both_valid,176,88,0.5,41,14,33,0.35795454545454547,0.5113636363636364
small,arc,word,2,T,R_invalid_only,15,15,1.0,6,0,9,0.0,0.4
small,arc,word,2,T,action_invalid_only,22,22,1.0,0,7,15,0.3181818181818182,0.0
small,arc,word,2,T,both_invalid,11,0,0.0,0,0,0,0.0,0.0
small,arc,word,2,C,all,224,134,0.5982142857142857,70,16,48,0.3125,0.5535714285714286
small,arc,word,2,C,both_valid,197,107,0.5431472081218274,60,16,31,0.3553299492385787,0.5786802030456852
small,arc,word,2,C,R_invalid_only,26,26,1.0,10,0,16,0.0,0.38461538461538464
