pair,dataset,family,fold,action,validity_scope,n,flip_count,flip_rate,gain_count,harm_count,zero_gain_flip_count,R_accuracy,action_accuracy
small,arc,word,2,C,action_invalid_only,1,1,1.0,0,0,1,0.0,0.0
small,arc,word,2,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,arc,word,2,A,all,224,35,0.15625,3,8,24,0.3125,0.29017857142857145
small,arc,word,2,A,both_valid,174,9,0.05172413793103448,2,2,5,0.367816091954023,0.367816091954023
small,arc,word,2,A,R_invalid_only,2,2,1.0,1,0,1,0.0,0.5
small,arc,word,2,A,action_invalid_only,24,24,1.0,0,6,18,0.25,0.0
small,arc,word,2,A,both_invalid,24,0,0.0,0,0,0,0.0,0.0
small,arc,word,3,T,all,224,111,0.4955357142857143,49,23,39,0.35714285714285715,0.4732142857142857
small,arc,word,3,T,both_valid,188,80,0.425531914893617,41,18,21,0.39893617021276595,0.5212765957446809
small,arc,word,3,T,R_invalid_only,14,14,1.0,8,0,6,0.0,0.5714285714285714
small,arc,word,3,T,action_invalid_only,17,17,1.0,0,5,12,0.29411764705882354,0.0
small,arc,word,3,T,both_invalid,5,0,0.0,0,0,0,0.0,0.0
small,arc,word,3,C,all,224,127,0.5669642857142857,65,18,44,0.35714285714285715,0.5669642857142857
small,arc,word,3,C,both_valid,204,108,0.5294117647058824,52,17,39,0.3872549019607843,0.5588235294117647
small,arc,word,3,C,R_invalid_only,18,18,1.0,13,0,5,0.0,0.7222222222222222
small,arc,word,3,C,action_invalid_only,1,1,1.0,0,1,0,1.0,0.0
small,arc,word,3,C,both_invalid,1,0,0.0,0,0,0,0.0,0.0
small,arc,word,3,A,all,224,32,0.14285714285714285,5,9,18,0.35714285714285715,0.3392857142857143
small,arc,word,3,A,both_valid,184,10,0.05434782608695652,4,2,4,0.3967391304347826,0.4076086956521739
small,arc,word,3,A,R_invalid_only,1,1,1.0,1,0,0,0.0,1.0
small,arc,word,3,A,action_invalid_only,21,21,1.0,0,7,14,0.3333333333333333,0.0
small,arc,word,3,A,both_invalid,18,0,0.0,0,0,0,0.0,0.0
small,arc,word,4,T,all,223,102,0.45739910313901344,43,28,31,0.4125560538116592,0.4798206278026906
small,arc,word,4,T,both_valid,193,80,0.41450777202072536,37,24,19,0.45595854922279794,0.5233160621761658
small,arc,word,4,T,R_invalid_only,11,11,1.0,6,0,5,0.0,0.5454545454545454
small,arc,word,4,T,action_invalid_only,11,11,1.0,0,4,7,0.36363636363636365,0.0
small,arc,word,4,T,both_invalid,8,0,0.0,0,0,0,0.0,0.0
small,arc,word,4,C,all,223,117,0.5246636771300448,65,15,37,0.4125560538116592,0.6367713004484304
small,arc,word,4,C,both_valid,203,98,0.4827586206896552,53,14,31,0.4482758620689655,0.6403940886699507
small,arc,word,4,C,R_invalid_only,18,18,1.0,12,0,6,0.0,0.6666666666666666
small,arc,word,4,C,action_invalid_only,1,1,1.0,0,1,0,1.0,0.0
small,arc,word,4,C,both_invalid,1,0,0.0,0,0,0,0.0,0.0
small,arc,word,4,A,all,223,26,0.11659192825112108,2,6,18,0.4125560538116592,0.39461883408071746
small,arc,word,4,A,both_valid,180,1,0.005555555555555556,1,0,0,0.4777777777777778,0.48333333333333334
small,arc,word,4,A,R_invalid_only,1,1,1.0,1,0,0,0.0,1.0
small,arc,word,4,A,action_invalid_only,24,24,1.0,0,6,18,0.25,0.0
small,arc,word,4,A,both_invalid,18,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,pooled,T,all,1119,578,0.516532618409294,243,137,198,0.37890974084003576,0.4736371760500447
small,arc,semantic,pooled,T,both_valid,923,422,0.457204767063922,204,109,109,0.42903575297941493,0.5319609967497292
small,arc,semantic,pooled,T,R_invalid_only,69,69,1.0,39,0,30,0.0,0.5652173913043478
small,arc,semantic,pooled,T,action_invalid_only,87,87,1.0,0,28,59,0.3218390804597701,0.0
small,arc,semantic,pooled,T,both_invalid,40,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,pooled,C,all,1119,615,0.5495978552278821,328,81,206,0.37890974084003576,0.5996425379803396
small,arc,semantic,pooled,C,both_valid,1006,504,0.5009940357852882,265,78,161,0.41848906560636184,0.6043737574552683
small,arc,semantic,pooled,C,R_invalid_only,107,107,1.0,63,0,44,0.0,0.5887850467289719
small,arc,semantic,pooled,C,action_invalid_only,4,4,1.0,0,3,1,0.75,0.0
small,arc,semantic,pooled,C,both_invalid,2,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,pooled,A,all,1119,140,0.12511170688114387,19,31,90,0.37890974084003576,0.3681858802502234
small,arc,semantic,pooled,A,both_valid,907,31,0.034178610804851156,14,5,12,0.4388092613009923,0.4487320837927233
small,arc,semantic,pooled,A,R_invalid_only,6,6,1.0,5,0,1,0.0,0.8333333333333334
small,arc,semantic,pooled,A,action_invalid_only,103,103,1.0,0,26,77,0.2524271844660194,0.0
small,arc,semantic,pooled,A,both_invalid,103,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,0,T,all,224,125,0.5580357142857143,51,37,37,0.38839285714285715,0.45089285714285715
small,arc,semantic,0,T,both_valid,182,92,0.5054945054945055,42,31,19,0.44505494505494503,0.5054945054945055
small,arc,semantic,0,T,R_invalid_only,12,12,1.0,9,0,3,0.0,0.75
small,arc,semantic,0,T,action_invalid_only,21,21,1.0,0,6,15,0.2857142857142857,0.0
small,arc,semantic,0,T,both_invalid,9,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,0,C,all,224,114,0.5089285714285714,68,14,32,0.38839285714285715,0.6294642857142857
small,arc,semantic,0,C,both_valid,202,92,0.45544554455445546,55,13,24,0.42574257425742573,0.6336633663366337
small,arc,semantic,0,C,R_invalid_only,21,21,1.0,13,0,8,0.0,0.6190476190476191
small,arc,semantic,0,C,action_invalid_only,1,1,1.0,0,1,0,1.0,0.0
small,arc,semantic,0,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,arc,semantic,0,A,all,224,26,0.11607142857142858,3,4,19,0.38839285714285715,0.38392857142857145
small,arc,semantic,0,A,both_valid,182,5,0.027472527472527472,3,0,2,0.45604395604395603,0.4725274725274725
small,arc,semantic,0,A,R_invalid_only,0,0,NA,0,0,0,NA,NA
small,arc,semantic,0,A,action_invalid_only,21,21,1.0,0,4,17,0.19047619047619047,0.0
small,arc,semantic,0,A,both_invalid,21,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,1,T,all,224,115,0.5133928571428571,53,28,34,0.42410714285714285,0.5357142857142857
small,arc,semantic,1,T,both_valid,184,82,0.44565217391304346,43,22,17,0.483695652173913,0.5978260869565217
small,arc,semantic,1,T,R_invalid_only,17,17,1.0,10,0,7,0.0,0.5882352941176471
small,arc,semantic,1,T,action_invalid_only,16,16,1.0,0,6,10,0.375,0.0
small,arc,semantic,1,T,both_invalid,7,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,1,C,all,224,123,0.5491071428571429,60,18,45,0.42410714285714285,0.6116071428571429
small,arc,semantic,1,C,both_valid,200,99,0.495,45,18,36,0.475,0.61
small,arc,semantic,1,C,R_invalid_only,24,24,1.0,15,0,9,0.0,0.625
small,arc,semantic,1,C,action_invalid_only,0,0,NA,0,0,0,NA,NA
small,arc,semantic,1,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,arc,semantic,1,A,all,224,21,0.09375,6,4,11,0.42410714285714285,0.4330357142857143
small,arc,semantic,1,A,both_valid,187,6,0.03208556149732621,4,1,1,0.4919786096256685,0.5080213903743316
small,arc,semantic,1,A,R_invalid_only,2,2,1.0,2,0,0,0.0,1.0
small,arc,semantic,1,A,action_invalid_only,13,13,1.0,0,3,10,0.23076923076923078,0.0
small,arc,semantic,1,A,both_invalid,22,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,2,T,all,224,125,0.5580357142857143,47,21,57,0.3125,0.42857142857142855
small,arc,semantic,2,T,both_valid,176,88,0.5,41,14,33,0.35795454545454547,0.5113636363636364
small,arc,semantic,2,T,R_invalid_only,15,15,1.0,6,0,9,0.0,0.4
small,arc,semantic,2,T,action_invalid_only,22,22,1.0,0,7,15,0.3181818181818182,0.0
small,arc,semantic,2,T,both_invalid,11,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,2,C,all,224,134,0.5982142857142857,70,16,48,0.3125,0.5535714285714286
small,arc,semantic,2,C,both_valid,197,107,0.5431472081218274,60,16,31,0.3553299492385787,0.5786802030456852
small,arc,semantic,2,C,R_invalid_only,26,26,1.0,10,0,16,0.0,0.38461538461538464
small,arc,semantic,2,C,action_invalid_only,1,1,1.0,0,0,1,0.0,0.0
small,arc,semantic,2,C,both_invalid,0,0,NA,0,0,0,NA,NA
small,arc,semantic,2,A,all,224,35,0.15625,3,8,24,0.3125,0.29017857142857145
small,arc,semantic,2,A,both_valid,174,9,0.05172413793103448,2,2,5,0.367816091954023,0.367816091954023
small,arc,semantic,2,A,R_invalid_only,2,2,1.0,1,0,1,0.0,0.5
small,arc,semantic,2,A,action_invalid_only,24,24,1.0,0,6,18,0.25,0.0
small,arc,semantic,2,A,both_invalid,24,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,3,T,all,224,111,0.4955357142857143,49,23,39,0.35714285714285715,0.4732142857142857
small,arc,semantic,3,T,both_valid,188,80,0.425531914893617,41,18,21,0.39893617021276595,0.5212765957446809
small,arc,semantic,3,T,R_invalid_only,14,14,1.0,8,0,6,0.0,0.5714285714285714
small,arc,semantic,3,T,action_invalid_only,17,17,1.0,0,5,12,0.29411764705882354,0.0
small,arc,semantic,3,T,both_invalid,5,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,3,C,all,224,127,0.5669642857142857,65,18,44,0.35714285714285715,0.5669642857142857
small,arc,semantic,3,C,both_valid,204,108,0.5294117647058824,52,17,39,0.3872549019607843,0.5588235294117647
small,arc,semantic,3,C,R_invalid_only,18,18,1.0,13,0,5,0.0,0.7222222222222222
small,arc,semantic,3,C,action_invalid_only,1,1,1.0,0,1,0,1.0,0.0
small,arc,semantic,3,C,both_invalid,1,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,3,A,all,224,32,0.14285714285714285,5,9,18,0.35714285714285715,0.3392857142857143
small,arc,semantic,3,A,both_valid,184,10,0.05434782608695652,4,2,4,0.3967391304347826,0.4076086956521739
small,arc,semantic,3,A,R_invalid_only,1,1,1.0,1,0,0,0.0,1.0
small,arc,semantic,3,A,action_invalid_only,21,21,1.0,0,7,14,0.3333333333333333,0.0
small,arc,semantic,3,A,both_invalid,18,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,4,T,all,223,102,0.45739910313901344,43,28,31,0.4125560538116592,0.4798206278026906
small,arc,semantic,4,T,both_valid,193,80,0.41450777202072536,37,24,19,0.45595854922279794,0.5233160621761658
small,arc,semantic,4,T,R_invalid_only,11,11,1.0,6,0,5,0.0,0.5454545454545454
small,arc,semantic,4,T,action_invalid_only,11,11,1.0,0,4,7,0.36363636363636365,0.0
small,arc,semantic,4,T,both_invalid,8,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,4,C,all,223,117,0.5246636771300448,65,15,37,0.4125560538116592,0.6367713004484304
small,arc,semantic,4,C,both_valid,203,98,0.4827586206896552,53,14,31,0.4482758620689655,0.6403940886699507
small,arc,semantic,4,C,R_invalid_only,18,18,1.0,12,0,6,0.0,0.6666666666666666
small,arc,semantic,4,C,action_invalid_only,1,1,1.0,0,1,0,1.0,0.0
small,arc,semantic,4,C,both_invalid,1,0,0.0,0,0,0,0.0,0.0
small,arc,semantic,4,A,all,223,26,0.11659192825112108,2,6,18,0.4125560538116592,0.39461883408071746
small,arc,semantic,4,A,both_valid,180,1,0.005555555555555556,1,0,0,0.4777777777777778,0.48333333333333334
small,arc,semantic,4,A,R_invalid_only,1,1,1.0,1,0,0,0.0,1.0
small,arc,semantic,4,A,action_invalid_only,24,24,1.0,0,6,18,0.25,0.0
small,arc,semantic,4,A,both_invalid,18,0,0.0,0,0,0,0.0,0.0
