pair,dataset,reference,split,q,selected,cal_accepted,N,n_R,coverage,changed,conditional_risk,marginal_change,correct,accuracy,reference_correct,accuracy_diff_reference,best_fixed_correct,accuracy_diff_best_fixed,benefit,harm,neutral_change,risk_CP95_low,risk_CP95_high,identity
large,obqa,C,cal,0.9,False,False,1366,1217,0.8909224011713031,64,0.05258833196384552,0.04685212298682284,1112,0.8140556368960469,1081,0.022693997071742314,1178,-0.04831625183016108,43,12,9,0.040731644665979436,0.0666611194763589,predeclared descriptive curve; no dev selection
large,obqa,C,cal,0.95,False,False,1366,1297,0.9494875549048316,90,0.06939090208172706,0.06588579795021962,1113,0.8147877013177159,1081,0.02342606149341142,1178,-0.04758418740849202,52,20,18,0.05616439078776484,0.0846069269268147,predeclared descriptive curve; no dev selection
large,obqa,C,cal,1.0,False,False,1366,1366,1.0,127,0.09297218155197658,0.09297218155197658,1113,0.8147877013177159,1081,0.02342606149341142,1178,-0.04758418740849202,65,33,29,0.07809491573226653,0.10962604157688331,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.05,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.1,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.15,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.2,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.25,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.3,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.35,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.4,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.45,False,True,742,354,0.477088948787062,1,0.002824858757062147,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,7.151667415476436e-05,0.01563785144528763,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.5,False,True,742,380,0.5121293800539084,1,0.002631578947368421,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,6.662359103495312e-05,0.014574324869613887,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.55,False,True,742,398,0.5363881401617251,1,0.002512562814070352,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,6.361055963765152e-05,0.013918967423730685,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.6,False,True,742,431,0.5808625336927223,1,0.002320185614849188,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,5.8740288606347944e-05,0.012858894773719624,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.65,False,True,742,460,0.6199460916442049,1,0.002173913043478261,0.0013477088948787063,597,0.8045822102425876,598,-0.0013477088948787063,645,-0.06469002695417791,0,1,0,5.503719840714834e-05,0.01205225132249248,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.7,False,True,742,493,0.6644204851752021,3,0.006085192697768763,0.004043126684636119,599,0.807277628032345,598,0.0013477088948787063,645,-0.061994609164420456,2,1,0,0.0012566753851708014,0.017679761776294513,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.75,False,True,742,536,0.7223719676549866,9,0.016791044776119403,0.012129380053908356,604,0.8140161725067385,598,0.008086253369272238,645,-0.055256064690026974,7,1,1,0.007705948086792489,0.03163452067382247,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.8,True,True,742,572,0.77088948787062,13,0.022727272727272728,0.01752021563342318,605,0.8153638814016172,598,0.009433962264150943,645,-0.0539083557951483,9,2,2,0.012155514944778248,0.03855077573314515,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.85,False,False,742,613,0.8261455525606469,22,0.03588907014681892,0.029649595687331536,613,0.8261455525606469,598,0.02021563342318059,645,-0.04312668463611857,17,2,3,0.02262560010758909,0.05383410926768352,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.9,False,False,742,676,0.9110512129380054,35,0.051775147928994084,0.04716981132075472,619,0.8342318059299192,598,0.02830188679245283,645,-0.035040431266846306,26,5,4,0.036324721369695855,0.0712740934195816,predeclared descriptive curve; no dev selection
large,obqa,C,dev,0.95,False,False,742,703,0.9474393530997305,45,0.06401137980085349,0.06064690026954178,617,0.8315363881401617,598,0.025606469002695417,645,-0.037735849056603765,29,10,6,0.04706989389044627,0.08471766883625656,predeclared descriptive curve; no dev selection
large,obqa,C,dev,1.0,False,False,742,742,1.0,60,0.08086253369272237,0.08086253369272237,617,0.8315363881401617,598,0.025606469002695417,645,-0.037735849056603765,35,16,9,0.06227145133709894,0.10286266949398791,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.05,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.1,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.15,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.2,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.25,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.3,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.35,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.4,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.45,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.5,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.55,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.6,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.65,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.7,False,True,670,494,0.7373134328358208,1,0.0020242914979757085,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,5.124931015921325e-05,0.011226580374292677,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.75,False,True,670,509,0.7597014925373134,1,0.0019646365422396855,0.0014925373134328358,626,0.9343283582089552,627,-0.0014925373134328358,627,-0.0014925373134327957,0,1,0,4.973905370759248e-05,0.010897222981775697,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.8,False,True,670,537,0.8014925373134328,2,0.0037243947858473,0.0029850746268656717,625,0.9328358208955224,627,-0.0029850746268656717,627,-0.0029850746268655914,0,2,0,0.00045136016081119166,0.013388504667030395,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.85,False,True,670,570,0.8507462686567164,4,0.007017543859649123,0.005970149253731343,625,0.9328358208955224,627,-0.0029850746268656717,627,-0.0029850746268655914,1,3,0,0.0019152575519496547,0.01786952933228984,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.9,False,True,670,603,0.9,7,0.011608623548922056,0.010447761194029851,628,0.9373134328358209,627,0.0014925373134328358,627,0.0014925373134329067,4,3,0,0.004679656439947822,0.023771203876619164,predeclared descriptive curve; no dev selection
large,arc,T,fit,0.95,True,True,670,637,0.9507462686567164,19,0.029827315541601257,0.028358208955223882,623,0.9298507462686567,627,-0.005970149253731343,627,-0.005970149253731294,7,11,1,0.018051524903595587,0.04618833843816445,predeclared descriptive curve; no dev selection
large,arc,T,fit,1.0,False,False,670,670,1.0,32,0.04776119402985075,0.04776119402985075,613,0.9149253731343283,627,-0.020895522388059702,627,-0.020895522388059695,8,22,2,0.03289462918051708,0.06675838072029076,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.05,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.1,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.15,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.2,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.25,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.3,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.35,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.4,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.45,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.5,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.55,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.6,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.65,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.7,False,True,448,321,0.7165178571428571,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.011426057369519968,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.75,False,True,448,338,0.7544642857142857,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.010854504609271764,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.8,False,True,448,359,0.8013392857142857,0,0.0,0.0,408,0.9107142857142857,408,0.0,408,0.0,0,0,0,0.0,0.010222818358470203,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.85,False,True,448,385,0.859375,1,0.0025974025974025974,0.002232142857142857,407,0.9084821428571429,408,-0.002232142857142857,408,-0.0022321428571427937,0,1,0,6.575837804200536e-05,0.01438617075816755,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.9,False,True,448,404,0.9017857142857143,3,0.007425742574257425,0.006696428571428571,407,0.9084821428571429,408,-0.002232142857142857,408,-0.0022321428571427937,1,2,0,0.0015339924252299457,0.02154675565474938,predeclared descriptive curve; no dev selection
large,arc,T,cal,0.95,True,True,448,422,0.9419642857142857,4,0.009478672985781991,0.008928571428571428,408,0.9107142857142857,408,0.0,408,0.0,2,2,0,0.0025884872745539043,0.024090194409203573,predeclared descriptive curve; no dev selection
large,arc,T,cal,1.0,False,False,448,448,1.0,12,0.026785714285714284,0.026785714285714284,407,0.9084821428571429,408,-0.002232142857142857,408,-0.0022321428571427937,5,6,1,0.013915500684944338,0.04632147921408408,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.05,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.1,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.15,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.2,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.25,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.3,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.35,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.4,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.45,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.5,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.55,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.6,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.65,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.7,False,True,299,217,0.725752508361204,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01685576921781151,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.75,False,True,299,226,0.7558528428093646,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.01618998569121048,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.8,False,True,299,233,0.7792642140468228,0,0.0,0.0,274,0.9163879598662207,274,0.0,274,0.0,0,0,0,0.0,0.015707431746468686,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.85,False,True,299,254,0.8494983277591973,1,0.003937007874015748,0.0033444816053511705,273,0.9130434782608695,274,-0.0033444816053511705,274,-0.0033444816053511683,0,1,0,9.967144185872372e-05,0.02173921341716854,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.9,False,True,299,270,0.903010033444816,3,0.011111111111111112,0.010033444816053512,273,0.9130434782608695,274,-0.0033444816053511705,274,-0.0033444816053511683,1,2,0,0.0022972658375898353,0.032126193689306796,predeclared descriptive curve; no dev selection
large,arc,T,dev,0.95,True,True,299,284,0.9498327759197325,9,0.03169014084507042,0.030100334448160536,270,0.903010033444816,274,-0.013377926421404682,274,-0.013377926421404673,2,6,1,0.014591145519933221,0.05930334123334969,predeclared descriptive curve; no dev selection
large,arc,T,dev,1.0,False,False,299,299,1.0,15,0.05016722408026756,0.05016722408026756,268,0.8963210702341137,274,-0.020066889632107024,274,-0.02006688963210701,4,10,1,0.02834660005634373,0.0813941844080327,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.05,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.1,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.15,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.2,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.25,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.3,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.35,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.4,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.45,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.5,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.55,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.6,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.65,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.7,False,True,670,494,0.7373134328358208,2,0.004048582995951417,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004906787933630523,0.014547739311434887,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.75,False,True,670,509,0.7597014925373134,2,0.003929273084479371,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.0004762079242672132,0.014121224488727768,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.8,False,True,670,537,0.8014925373134328,2,0.0037243947858473,0.0029850746268656717,611,0.9119402985074627,610,0.0014925373134328358,627,-0.023880597014925287,1,0,1,0.00045136016081119166,0.013388504667030395,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.85,False,True,670,570,0.8507462686567164,3,0.005263157894736842,0.004477611940298508,612,0.9134328358208955,610,0.0029850746268656717,627,-0.02238805970149249,2,0,1,0.001086707626019313,0.015303538811970203,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.9,True,True,670,603,0.9,6,0.009950248756218905,0.008955223880597015,612,0.9134328358208955,610,0.0029850746268656717,627,-0.02238805970149249,3,1,2,0.003660073153235936,0.0215309359778584,predeclared descriptive curve; no dev selection
large,arc,C,fit,0.95,False,False,670,637,0.9507462686567164,15,0.023547880690737835,0.022388059701492536,615,0.917910447761194,610,0.007462686567164179,627,-0.017910447761193993,8,3,4,0.013238083072018191,0.03854158773849906,predeclared descriptive curve; no dev selection
large,arc,C,fit,1.0,False,False,670,670,1.0,31,0.04626865671641791,0.04626865671641791,613,0.9149253731343283,610,0.004477611940298508,627,-0.020895522388059695,14,11,6,0.03165051519075802,0.06503445578221279,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.05,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.1,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.15,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.2,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.25,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.3,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.35,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.4,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.45,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.5,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
large,arc,C,cal,0.55,False,True,448,321,0.7165178571428571,2,0.006230529595015576,0.004464285714285714,404,0.9017857142857143,402,0.004464285714285714,408,-0.008928571428571397,2,0,0,0.0007554386842811592,0.022324394022762442,predeclared descriptive curve; no dev selection
