pair,dataset,reference,split,q,selected,cal_accepted,N,n_R,coverage,changed,conditional_risk,marginal_change,correct,accuracy,reference_correct,accuracy_diff_reference,best_fixed_correct,accuracy_diff_best_fixed,benefit,harm,neutral_change,risk_CP95_low,risk_CP95_high,identity
large,obqa,T,cal,1.0,False,False,1366,1366,1.0,143,0.10468521229868229,0.10468521229868229,1113,0.8147877013177159,1178,-0.04758418740849195,1178,-0.04758418740849202,25,90,28,0.08894788037292162,0.122145376963271,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.05,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.1,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.15,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.2,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.25,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.3,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.35,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.4,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
large,obqa,T,dev,0.45,False,True,742,354,0.477088948787062,2,0.005649717514124294,0.0026954177897574125,645,0.8692722371967655,645,0.0,645,0.0,1,1,0,0.0006849408240855525,0.020258669804245087,predeclared descriptive curve; no dev selection
