name,B,repeat,subset_file,family,q,threshold,N,n_R,changed,conditional_risk,p_value,CP_upper_0_999,accepted,coverage,marginal_change,M,source_identity
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.55,0.1875954194712257,1366,732,41,0.056010928961748634,0.7993377340559289,0.08721195003369617,False,0.5358711566617862,0.030014641288433383,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.6,0.18770095086248662,1366,804,48,0.05970149253731343,0.907614371182255,0.08996816436971802,False,0.5885797950219619,0.03513909224011713,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.65,0.18781159950965298,1366,878,57,0.06492027334851937,0.9791527779254825,0.09462616150429022,False,0.6427525622254758,0.04172767203513909,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.7,0.1879234103874171,1366,965,69,0.07150259067357513,0.9985299192509236,0.10071847308747182,False,0.7064421669106882,0.050512445095168376,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.75,0.18803334007853667,1366,1032,79,0.07655038759689922,0.9999022211024393,0.10543338097381204,False,0.7554904831625183,0.057833089311859445,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.8,0.18814374746499252,1366,1090,87,0.0798165137614679,0.9999893855740277,0.10828737130972754,False,0.7979502196193266,0.0636896046852123,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.85,0.18828511753608335,1366,1148,94,0.08188153310104529,0.9999982064943072,0.10981986825193406,False,0.8404099560761347,0.06881405563689605,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.9,0.18844937457813193,1366,1233,113,0.09164639091646391,0.9999999995154282,0.11970145029923422,False,0.9026354319180088,0.08272327964860908,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,0.95,0.188710882415559,1366,1311,129,0.09839816933638444,0.9999999999997259,0.12628192911441502,False,0.9597364568081991,0.09443631039531479,100,new_test
R32_r0,32,0,subsets/R32_r0.json,R32_r0,1.0,Infinity,1366,1366,143,0.10468521229868229,0.9999999999999999,0.1326098138082249,False,1.0,0.10468521229868229,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.05,0.15596584745193653,1366,79,0,0.0,0.017384604615803836,0.08372609881132642,False,0.057833089311859445,0.0,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.1,0.15753036874654436,1366,136,1,0.007352941176470588,0.007620586841306993,0.065875138236775,False,0.09956076134699854,0.0007320644216691069,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.15,0.1587553882712852,1366,192,1,0.005208333333333333,0.0005867607699731625,0.04707295242318551,True,0.14055636896046853,0.0007320644216691069,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.2,0.15983464647156942,1366,266,4,0.015037593984962405,0.002528035093296547,0.0544998486028442,False,0.19472913616398244,0.0029282576866764276,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.25,0.16094224117281009,1366,348,6,0.017241379310344827,0.0012865016055739484,0.05100849936942347,False,0.2547584187408492,0.004392386530014641,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.3,0.16173325900717184,1366,396,7,0.017676767676767676,0.000712613488445024,0.04877600693938422,True,0.28989751098096633,0.005124450951683748,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.35,0.16247846346211559,1366,458,9,0.019650655021834062,0.0006835356767232648,0.04873651924756748,True,0.33528550512445093,0.006588579795021962,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.4,0.16318736613555196,1366,523,12,0.022944550669216062,0.0013415393724362386,0.05093561484548521,False,0.3828696925329429,0.008784773060029283,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.45,0.16384256632900063,1366,585,18,0.03076923076923077,0.01577929828128165,0.05953581823157263,False,0.42825768667642755,0.013177159590043924,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.5,0.16464995092370283,1366,660,22,0.03333333333333333,0.025221040642713542,0.06079447541737928,False,0.48316251830161056,0.016105417276720352,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.55,0.16531572674909056,1366,715,26,0.03636363636363636,0.05122124698103066,0.06335077524419909,False,0.5234260614934114,0.01903367496339678,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.6,0.16616146967894363,1366,788,34,0.04314720812182741,0.21408621365583055,0.07026388526128913,False,0.5768667642752562,0.024890190336749635,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.65,0.16687684296355887,1366,852,41,0.04812206572769953,0.44043697110705005,0.07510471560582263,False,0.623718887262079,0.030014641288433383,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.7,0.16763537819216323,1366,915,47,0.05136612021857923,0.6127612075015139,0.07790312148910612,False,0.6698389458272328,0.034407027818448024,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.75,0.16848116541268654,1366,1002,59,0.05888223552894212,0.9108735670746124,0.08542680979714085,False,0.7335285505124451,0.04319180087847731,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.8,0.1693028600912978,1366,1076,72,0.06691449814126393,0.9939587979046082,0.09370263238101384,False,0.787701317715959,0.0527086383601757,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.85,0.17007103856428663,1366,1130,84,0.0743362831858407,0.9998354192694697,0.10148536988540964,False,0.8272327964860908,0.06149341142020498,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.9,0.1712695256975052,1366,1198,99,0.08263772954924875,0.9999993269802989,0.11002286986181357,False,0.87701317715959,0.07247437774524158,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,0.95,0.17311659143694813,1366,1291,116,0.08985282726568551,0.9999999990681971,0.11700209493032052,False,0.945095168374817,0.0849194729136164,100,new_test
R128_r0,128,0,subsets/R128_r0.json,R128_r0,1.0,Infinity,1366,1366,143,0.10468521229868229,0.9999999999999999,0.1326098138082249,False,1.0,0.10468521229868229,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.05,0.15265110768018375,1366,72,0,0.0,0.024894280619189493,0.0914824243483132,False,0.0527086383601757,0.0,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.1,0.1583009283676613,1366,135,0,0.0,0.0009833015279105866,0.04988149268185628,True,0.09882869692532943,0.0,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.15,0.1618003825067309,1366,189,1,0.005291005291005291,0.0006746385184825433,0.04780394813690987,True,0.1383601756954612,0.0007320644216691069,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.2,0.16495081994720295,1366,251,3,0.01195219123505976,0.0012319069427368834,0.05100862542262205,False,0.18374816983894582,0.0021961932650073207,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.25,0.16783004036859517,1366,309,4,0.012944983818770227,0.0004862437144553663,0.04704841870611891,True,0.22620790629575402,0.0029282576866764276,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.3,0.1709725572753209,1366,381,6,0.015748031496062992,0.00039496815830576324,0.04666058740970184,True,0.27891654465592974,0.004392386530014641,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.35,0.17308296271279922,1366,457,10,0.02188183807439825,0.001773971219078551,0.05199706114444557,False,0.33455344070278187,0.007320644216691069,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.4,0.17513477353509121,1366,511,12,0.023483365949119372,0.0019036540202963012,0.052114059240082104,False,0.3740849194729136,0.008784773060029283,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.45,0.1777032639647932,1366,575,14,0.02434782608695652,0.0014859785853248712,0.051202487022875734,False,0.42093704245973645,0.010248901903367497,100,new_test
R512_r0,512,0,subsets/R512_r0.json,R512_r0,0.5,0.18029811199531975,1366,640,18,0.028125,0.004396431226500022,0.05448952982191703,False,0.4685212298682284,0.013177159590043924,100,new_test
