population,pair,dataset,split,n,training_labels,refitted_V2,evaluation_role,timing_source,policy,is_original_primary,selection_source,probabilities,selection_counts_RTCA,old_to_V2_selected_correctness_up,old_to_V2_selected_correctness_down,D1_to_V2_selected_correctness_up,D1_to_V2_selected_correctness_down,old_correct,old_accuracy,old_valid,old_invalid,old_gain_over_R,old_harm_vs_R,old_flips,old_zero_gain_flips,old_INVALID_flips,D1_correct,D1_accuracy,D1_valid,D1_invalid,D1_gain_over_R,D1_harm_vs_R,D1_flips,D1_zero_gain_flips,D1_INVALID_flips,V2_correct,V2_accuracy,V2_valid,V2_invalid,V2_gain_over_R,V2_harm_vs_R,V2_flips,V2_zero_gain_flips,V2_INVALID_flips,mean_ms,median_ms,p95_ms,mean_original_router_overhead_ms
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,R,False,fixed_action,,"[3466, 0, 0, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,T,False,fixed_action,,"[0, 3466, 0, 0]",0.0,0.0,0.0,0.0,2978.0,0.859203693017888,3465.0,1.0,219.0,71.0,346.0,56.0,5.0,2978.0,0.859203693017888,3465.0,1.0,219.0,71.0,346.0,56.0,5.0,2978.0,0.859203693017888,3465.0,1.0,219.0,71.0,346.0,56.0,5.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,C,False,fixed_action,,"[0, 0, 3466, 0]",44.0,0.0,0.0,0.0,2716.0,0.7836122331217542,3404.0,62.0,73.0,187.0,338.0,78.0,66.0,2760.0,0.7963069821119446,3459.0,7.0,74.0,144.0,287.0,69.0,11.0,2760.0,0.7963069821119446,3459.0,7.0,74.0,144.0,287.0,69.0,11.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,A,False,fixed_action,,"[0, 0, 0, 3466]",0.0,0.0,0.0,0.0,2832.0,0.8170802077322562,3445.0,21.0,12.0,10.0,38.0,16.0,17.0,2832.0,0.8170802077322562,3445.0,21.0,12.0,10.0,38.0,16.0,17.0,2832.0,0.8170802077322562,3445.0,21.0,12.0,10.0,38.0,16.0,17.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[231, 3184, 51, 0]",0.0,0.0,0.0,0.0,3074.0,0.8869013271783035,3465.0,1.0,248.0,4.0,300.0,48.0,5.0,3074.0,0.8869013271783035,3465.0,1.0,248.0,4.0,300.0,48.0,5.0,3074.0,0.8869013271783035,3465.0,1.0,248.0,4.0,300.0,48.0,5.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0.01_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[1242, 2089, 135, 0]",0.0,0.0,0.0,0.0,3078.0,0.8880553952683208,3466.0,0.0,250.0,2.0,289.0,37.0,4.0,3078.0,0.8880553952683208,3466.0,0.0,250.0,2.0,289.0,37.0,4.0,3078.0,0.8880553952683208,3466.0,0.0,250.0,2.0,289.0,37.0,4.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0.03_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[2879, 351, 236, 0]",0.0,0.0,0.0,0.0,3082.0,0.8892094633583382,3466.0,0.0,252.0,0.0,260.0,8.0,4.0,3082.0,0.8892094633583382,3466.0,0.0,252.0,0.0,260.0,8.0,4.0,3082.0,0.8892094633583382,3466.0,0.0,252.0,0.0,260.0,8.0,4.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[3340, 1, 125, 0]",0.0,0.0,0.0,0.0,2903.0,0.8375649163300635,3465.0,1.0,73.0,0.0,74.0,1.0,3.0,2903.0,0.8375649163300635,3465.0,1.0,73.0,0.0,74.0,1.0,3.0,2903.0,0.8375649163300635,3465.0,1.0,73.0,0.0,74.0,1.0,3.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[3415, 0, 51, 0]",0.0,0.0,0.0,0.0,2877.0,0.8300634737449509,3463.0,3.0,47.0,0.0,47.0,0.0,1.0,2877.0,0.8300634737449509,3463.0,3.0,47.0,0.0,47.0,0.0,1.0,2877.0,0.8300634737449509,3463.0,3.0,47.0,0.0,47.0,0.0,1.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[3466, 0, 0, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[3466, 0, 0, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[134, 3151, 51, 130]",0.0,0.0,0.0,0.0,3077.0,0.8877668782458165,3465.0,1.0,250.0,3.0,298.0,45.0,5.0,3077.0,0.8877668782458165,3465.0,1.0,250.0,3.0,298.0,45.0,5.0,3077.0,0.8877668782458165,3465.0,1.0,250.0,3.0,298.0,45.0,5.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0.01_actions4,True,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[841, 2001, 130, 494]",0.0,0.0,0.0,0.0,3081.0,0.8889209463358339,3465.0,1.0,252.0,1.0,290.0,37.0,5.0,3081.0,0.8889209463358339,3465.0,1.0,252.0,1.0,290.0,37.0,5.0,3081.0,0.8889209463358339,3465.0,1.0,252.0,1.0,290.0,37.0,5.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[2211, 322, 212, 721]",0.0,0.0,0.0,0.0,3083.0,0.8894979803808425,3464.0,2.0,253.0,0.0,263.0,10.0,6.0,3083.0,0.8894979803808425,3464.0,2.0,253.0,0.0,263.0,10.0,6.0,3083.0,0.8894979803808425,3464.0,2.0,253.0,0.0,263.0,10.0,6.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[3201, 0, 118, 147]",0.0,0.0,0.0,0.0,2910.0,0.8395845354875938,3464.0,2.0,80.0,0.0,82.0,2.0,4.0,2910.0,0.8395845354875938,3464.0,2.0,80.0,0.0,82.0,2.0,4.0,2910.0,0.8395845354875938,3464.0,2.0,80.0,0.0,82.0,2.0,4.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[3400, 0, 49, 17]",0.0,0.0,0.0,0.0,2887.0,0.8329486439699942,3463.0,3.0,57.0,0.0,57.0,0.0,1.0,2887.0,0.8329486439699942,3463.0,3.0,57.0,0.0,57.0,0.0,1.0,2887.0,0.8329486439699942,3463.0,3.0,57.0,0.0,57.0,0.0,1.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[3458, 0, 0, 8]",0.0,0.0,0.0,0.0,2838.0,0.8188113098672821,3462.0,4.0,8.0,0.0,8.0,0.0,0.0,2838.0,0.8188113098672821,3462.0,4.0,8.0,0.0,8.0,0.0,0.0,2838.0,0.8188113098672821,3462.0,4.0,8.0,0.0,8.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,word_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[3466, 0, 0, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[140, 3312, 14, 0]",0.0,0.0,0.0,0.0,2994.0,0.8638199653779572,3465.0,1.0,220.0,56.0,328.0,52.0,5.0,2994.0,0.8638199653779572,3465.0,1.0,220.0,56.0,328.0,52.0,5.0,2994.0,0.8638199653779572,3465.0,1.0,220.0,56.0,328.0,52.0,5.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.01_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[929, 2473, 64, 0]",0.0,0.0,0.0,0.0,3028.0,0.8736295441431045,3466.0,0.0,219.0,21.0,278.0,38.0,4.0,3028.0,0.8736295441431045,3466.0,0.0,219.0,21.0,278.0,38.0,4.0,3028.0,0.8736295441431045,3466.0,0.0,219.0,21.0,278.0,38.0,4.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.03_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3131, 211, 124, 0]",0.0,0.0,0.0,0.0,2913.0,0.8404500865551068,3463.0,3.0,85.0,2.0,94.0,7.0,1.0,2913.0,0.8404500865551068,3463.0,3.0,85.0,2.0,94.0,7.0,1.0,2913.0,0.8404500865551068,3463.0,3.0,85.0,2.0,94.0,7.0,1.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3436, 0, 30, 0]",0.0,0.0,0.0,0.0,2834.0,0.8176572417772648,3462.0,4.0,4.0,0.0,5.0,1.0,0.0,2834.0,0.8176572417772648,3462.0,4.0,4.0,0.0,5.0,1.0,0.0,2834.0,0.8176572417772648,3462.0,4.0,4.0,0.0,5.0,1.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3465, 0, 1, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3466, 0, 0, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3466, 0, 0, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[93, 3294, 12, 67]",0.0,0.0,0.0,0.0,2996.0,0.864396999422966,3466.0,0.0,220.0,54.0,324.0,50.0,4.0,2996.0,0.864396999422966,3466.0,0.0,220.0,54.0,324.0,50.0,4.0,2996.0,0.864396999422966,3466.0,0.0,220.0,54.0,324.0,50.0,4.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.01_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[623, 2375, 53, 415]",0.0,0.0,0.0,0.0,3031.0,0.8744950952106174,3462.0,4.0,219.0,18.0,273.0,36.0,4.0,3031.0,0.8744950952106174,3462.0,4.0,219.0,18.0,273.0,36.0,4.0,3031.0,0.8744950952106174,3462.0,4.0,219.0,18.0,273.0,36.0,4.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[2208, 185, 107, 966]",0.0,0.0,0.0,0.0,2915.0,0.8410271206001154,3460.0,6.0,87.0,2.0,99.0,10.0,4.0,2915.0,0.8410271206001154,3460.0,6.0,87.0,2.0,99.0,10.0,4.0,2915.0,0.8410271206001154,3460.0,6.0,87.0,2.0,99.0,10.0,4.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3295, 0, 29, 142]",0.0,0.0,0.0,0.0,2846.0,0.8211194460473168,3460.0,6.0,16.0,0.0,19.0,3.0,2.0,2846.0,0.8211194460473168,3460.0,6.0,16.0,0.0,19.0,3.0,2.0,2846.0,0.8211194460473168,3460.0,6.0,16.0,0.0,19.0,3.0,2.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3462, 0, 1, 3]",0.0,0.0,0.0,0.0,2833.0,0.8173687247547605,3462.0,4.0,3.0,0.0,3.0,0.0,0.0,2833.0,0.8173687247547605,3462.0,4.0,3.0,0.0,3.0,0.0,0.0,2833.0,0.8173687247547605,3462.0,4.0,3.0,0.0,3.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3466, 0, 0, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_semantic.npz,,"[3466, 0, 0, 0]",0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.8165031736872476,3462.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,
full,large,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,train_frozen_mixture,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_mixture_receipt.json,"[0.44713415433316944, 0.5528658456668305, 0.0, 0.0]",,0.0,0.0,0.0,0.0,2911.824145158691,0.8401108324173949,3463.6585975370003,2.3414024629995085,121.07762020103587,39.25347504234497,191.29158260072336,30.960487357342505,2.7643292283341525,2911.824145158691,0.8401108324173949,3463.6585975370003,2.3414024629995085,121.07762020103587,39.25347504234497,191.29158260072336,30.960487357342505,2.7643292283341525,2911.824145158691,0.8401108324173949,3463.6585975370003,2.3414024629995085,121.07762020103587,39.25347504234497,191.29158260072336,30.960487357342505,2.7643292283341525,,,,
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,R,False,fixed_action,,"[256, 0, 0, 0]",0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,252.35370575390624,245.39324,286.109621,0.0
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,T,False,fixed_action,,"[0, 256, 0, 0]",0.0,0.0,0.0,0.0,218.0,0.8515625,256.0,0.0,13.0,8.0,23.0,2.0,0.0,218.0,0.8515625,256.0,0.0,13.0,8.0,23.0,2.0,0.0,218.0,0.8515625,256.0,0.0,13.0,8.0,23.0,2.0,0.0,961.4887538164063,959.7279695,1198.0413454999998,0.0
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,C,False,fixed_action,,"[0, 0, 256, 0]",3.0,0.0,0.0,0.0,206.0,0.8046875,252.0,4.0,6.0,13.0,24.0,5.0,4.0,209.0,0.81640625,255.0,1.0,6.0,10.0,21.0,5.0,1.0,209.0,0.81640625,255.0,1.0,6.0,10.0,21.0,5.0,1.0,332.3768760546875,322.2508115,503.26803525,0.0
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,A,False,fixed_action,,"[0, 0, 0, 256]",0.0,0.0,0.0,0.0,212.0,0.828125,255.0,1.0,0.0,1.0,1.0,0.0,1.0,212.0,0.828125,255.0,1.0,0.0,1.0,1.0,0.0,1.0,212.0,0.828125,255.0,1.0,0.0,1.0,1.0,0.0,1.0,285.15058312499997,268.043142,308.67125025,0.0
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[24, 228, 4, 0]",0.0,0.0,0.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,890.610502796875,946.3641540000001,1191.0676019999999,0.9316864140625001
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.01_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[102, 146, 8, 0]",0.0,0.0,0.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,658.8699610546875,816.673257,1137.16386025,0.9316864140625001
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.03_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[210, 24, 22, 0]",0.0,0.0,0.0,0.0,230.0,0.8984375,256.0,0.0,17.0,0.0,17.0,0.0,0.0,230.0,0.8984375,256.0,0.0,17.0,0.0,17.0,0.0,0.0,230.0,0.8984375,256.0,0.0,17.0,0.0,17.0,0.0,0.0,322.1218693242188,246.56631199999998,919.0972215,0.9316864140625001
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[242, 0, 14, 0]",0.0,0.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,253.57180260937503,246.32021050000003,287.306557,0.9316864140625001
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[247, 0, 9, 0]",0.0,0.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,253.71084443750001,246.332941,287.23808899999995,0.9316864140625001
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[256, 0, 0, 0]",0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,253.28539216796875,246.3126795,287.03429524999996,0.9316864140625001
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[256, 0, 0, 0]",0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,253.28539216796875,246.3126795,287.03429524999996,0.9316864140625001
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[17, 227, 4, 8]",0.0,0.0,0.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,888.1893384414062,946.0677459999999,1191.1326722499998,0.98761065234375
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.01_actions4,True,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[67, 140, 8, 41]",0.0,0.0,0.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,229.0,0.89453125,256.0,0.0,16.0,0.0,18.0,2.0,0.0,644.4102537929687,785.6848805000001,1135.70123475,0.98761065234375
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[161, 23, 20, 52]",0.0,0.0,0.0,0.0,230.0,0.8984375,256.0,0.0,17.0,0.0,17.0,0.0,0.0,230.0,0.8984375,256.0,0.0,17.0,0.0,17.0,0.0,0.0,230.0,0.8984375,256.0,0.0,17.0,0.0,17.0,0.0,0.0,325.37181099218753,247.4493545,919.14504975,0.98761065234375
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[229, 0, 14, 13]",0.0,0.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,255.02214102734376,246.401669,287.66341675,0.98761065234375
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[245, 0, 9, 2]",0.0,0.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,219.0,0.85546875,256.0,0.0,6.0,0.0,6.0,0.0,0.0,253.93017901562501,246.3778795,287.29648775,0.98761065234375
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[256, 0, 0, 0]",0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,253.34131640624997,246.3748405,287.0978745,0.98761065234375
panel,large,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/large/obqa/train_predictions_word.npz,,"[256, 0, 0, 0]",0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.83203125,256.0,0.0,0.0,0.0,0.0,0.0,0.0,253.34131640624997,246.3748405,287.0978745,0.98761065234375
