population,pair,dataset,split,n,training_labels,refitted_V2,evaluation_role,timing_source,policy,is_original_primary,selection_source,probabilities,selection_counts_RTCA,old_to_V2_selected_correctness_up,old_to_V2_selected_correctness_down,D1_to_V2_selected_correctness_up,D1_to_V2_selected_correctness_down,old_correct,old_accuracy,old_valid,old_invalid,old_gain_over_R,old_harm_vs_R,old_flips,old_zero_gain_flips,old_INVALID_flips,D1_correct,D1_accuracy,D1_valid,D1_invalid,D1_gain_over_R,D1_harm_vs_R,D1_flips,D1_zero_gain_flips,D1_INVALID_flips,V2_correct,V2_accuracy,V2_valid,V2_invalid,V2_gain_over_R,V2_harm_vs_R,V2_flips,V2_zero_gain_flips,V2_INVALID_flips,mean_ms,median_ms,p95_ms,mean_original_router_overhead_ms
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[179, 11, 3276, 0]",1.0,0.0,1.0,0.0,1843.0,0.5317368724754761,3460.0,6.0,759.0,281.0,1565.0,525.0,161.0,1843.0,0.5317368724754761,3461.0,5.0,758.0,280.0,1563.0,525.0,158.0,1844.0,0.5320253894979804,3463.0,3.0,759.0,280.0,1564.0,525.0,158.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[437, 0, 3029, 0]",0.0,0.0,1.0,0.0,1865.0,0.5380842469705712,3460.0,6.0,735.0,235.0,1461.0,491.0,157.0,1864.0,0.5377957299480669,3459.0,7.0,734.0,235.0,1460.0,491.0,156.0,1865.0,0.5380842469705712,3461.0,5.0,735.0,235.0,1461.0,491.0,156.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[2106, 0, 1360, 0]",0.0,0.0,0.0,0.0,1738.0,0.5014425851125216,3417.0,49.0,443.0,70.0,731.0,218.0,110.0,1738.0,0.5014425851125216,3416.0,50.0,443.0,70.0,731.0,218.0,111.0,1738.0,0.5014425851125216,3417.0,49.0,443.0,70.0,731.0,218.0,110.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[3310, 0, 156, 0]",0.0,0.0,0.0,0.0,1404.0,0.40507789959607615,3327.0,139.0,50.0,11.0,89.0,28.0,20.0,1404.0,0.40507789959607615,3327.0,139.0,50.0,11.0,89.0,28.0,20.0,1404.0,0.40507789959607615,3327.0,139.0,50.0,11.0,89.0,28.0,20.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[33, 701, 2706, 26]",1.0,0.0,0.0,0.0,1958.0,0.5649163300634737,3449.0,17.0,856.0,263.0,1636.0,517.0,174.0,1959.0,0.5652048470859781,3450.0,16.0,856.0,262.0,1635.0,517.0,173.0,1959.0,0.5652048470859781,3451.0,15.0,856.0,262.0,1635.0,517.0,172.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.01_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[43, 526, 2866, 31]",1.0,0.0,0.0,0.0,1940.0,0.5597230236583959,3452.0,14.0,842.0,267.0,1623.0,514.0,169.0,1941.0,0.5600115406809002,3453.0,13.0,842.0,266.0,1622.0,514.0,168.0,1941.0,0.5600115406809002,3454.0,12.0,842.0,266.0,1622.0,514.0,167.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[64, 318, 3042, 42]",1.0,0.0,0.0,0.0,1912.0,0.5516445470282747,3457.0,9.0,820.0,273.0,1602.0,509.0,164.0,1913.0,0.551933064050779,3458.0,8.0,820.0,272.0,1601.0,509.0,163.0,1913.0,0.551933064050779,3459.0,7.0,820.0,272.0,1601.0,509.0,162.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[141, 10, 3248, 67]",1.0,0.0,1.0,0.0,1850.0,0.5337564916330063,3459.0,7.0,760.0,275.0,1557.0,522.0,162.0,1850.0,0.5337564916330063,3460.0,6.0,759.0,274.0,1555.0,522.0,159.0,1851.0,0.5340450086555106,3462.0,4.0,760.0,274.0,1556.0,522.0,159.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[399, 0, 3010, 57]",0.0,0.0,1.0,0.0,1872.0,0.5401038661281016,3460.0,6.0,738.0,231.0,1457.0,488.0,157.0,1871.0,0.5398153491055973,3459.0,7.0,737.0,231.0,1456.0,488.0,156.0,1872.0,0.5401038661281016,3461.0,5.0,738.0,231.0,1457.0,488.0,156.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[2073, 0, 1354, 39]",0.0,0.0,0.0,0.0,1742.0,0.502596653202539,3418.0,48.0,446.0,69.0,733.0,218.0,111.0,1742.0,0.502596653202539,3417.0,49.0,446.0,69.0,733.0,218.0,112.0,1742.0,0.502596653202539,3418.0,48.0,446.0,69.0,733.0,218.0,111.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[3305, 0, 156, 5]",0.0,0.0,0.0,0.0,1404.0,0.40507789959607615,3327.0,139.0,50.0,11.0,89.0,28.0,20.0,1404.0,0.40507789959607615,3327.0,139.0,50.0,11.0,89.0,28.0,20.0,1404.0,0.40507789959607615,3327.0,139.0,50.0,11.0,89.0,28.0,20.0,,,,
full,small,obqa,train,3466,old_scoring,False,train_in_sample_diagnostic,accuracy_only,train_frozen_mixture,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_mixture_receipt.json,"[0.0, 0.2656829168043691, 0.7343170831956309, 0.0]",,1.4686341663912619,0.0,0.7343170831956309,0.0,1751.5202458071699,0.5053434061763329,3406.8006849719086,59.1993150280913,727.461220815432,340.94097500826217,1622.730610407716,554.3284145840219,194.81921834930682,1752.2545628903656,0.5055552691547506,3408.2693191382996,57.73068086170003,726.7269037322365,339.4723408418709,1620.5276591581292,554.3284145840219,191.8819500165243,1752.988879973561,0.5057671321331683,3409.737953304691,56.26204669530877,727.461220815432,339.4723408418709,1621.2619762413246,554.3284145840219,191.8819500165243,,,,
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,R,False,fixed_action,,"[256, 0, 0, 0]",0.0,0.0,0.0,0.0,102.0,0.3984375,248.0,8.0,0.0,0.0,0.0,0.0,0.0,102.0,0.3984375,248.0,8.0,0.0,0.0,0.0,0.0,0.0,102.0,0.3984375,248.0,8.0,0.0,0.0,0.0,0.0,0.0,319.45334146875,316.309087,445.8393735,0.0
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,T,False,fixed_action,,"[0, 256, 0, 0]",0.0,0.0,0.0,0.0,133.0,0.51953125,248.0,8.0,53.0,22.0,107.0,32.0,16.0,133.0,0.51953125,248.0,8.0,53.0,22.0,107.0,32.0,16.0,133.0,0.51953125,248.0,8.0,53.0,22.0,107.0,32.0,16.0,883.9399844453125,674.502944,1902.4656115,0.0
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,C,False,fixed_action,,"[0, 0, 256, 0]",0.0,0.0,0.0,0.0,131.0,0.51171875,256.0,0.0,58.0,29.0,128.0,41.0,8.0,131.0,0.51171875,256.0,0.0,58.0,29.0,128.0,41.0,8.0,131.0,0.51171875,256.0,0.0,58.0,29.0,128.0,41.0,8.0,371.69484338671873,335.709225,537.26979175,0.0
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,A,False,fixed_action,,"[0, 0, 0, 256]",0.0,0.0,0.0,0.0,102.0,0.3984375,240.0,16.0,3.0,3.0,13.0,7.0,8.0,102.0,0.3984375,240.0,16.0,3.0,3.0,13.0,7.0,8.0,102.0,0.3984375,240.0,16.0,3.0,3.0,13.0,7.0,8.0,336.294621296875,335.197188,463.997444,0.0
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[19, 67, 170, 0]",0.0,0.0,0.0,0.0,181.0,0.70703125,253.0,3.0,80.0,1.0,113.0,32.0,11.0,181.0,0.70703125,253.0,3.0,80.0,1.0,113.0,32.0,11.0,181.0,0.70703125,253.0,3.0,80.0,1.0,113.0,32.0,11.0,527.0046889921875,339.0811435,1216.5777215,0.95892737109375
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.01_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[20, 57, 179, 0]",0.0,0.0,0.0,0.0,181.0,0.70703125,254.0,2.0,80.0,1.0,111.0,30.0,10.0,181.0,0.70703125,254.0,2.0,80.0,1.0,111.0,30.0,10.0,181.0,0.70703125,254.0,2.0,80.0,1.0,111.0,30.0,10.0,508.3705759882813,337.85737500000005,1082.290297,0.95892737109375
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.03_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[22, 39, 195, 0]",0.0,0.0,0.0,0.0,176.0,0.6875,256.0,0.0,76.0,2.0,110.0,32.0,8.0,176.0,0.6875,256.0,0.0,76.0,2.0,110.0,32.0,8.0,176.0,0.6875,256.0,0.0,76.0,2.0,110.0,32.0,8.0,441.1803718046875,337.3503485,843.40121575,0.95892737109375
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[31, 13, 212, 0]",0.0,0.0,0.0,0.0,167.0,0.65234375,256.0,0.0,67.0,2.0,106.0,37.0,8.0,167.0,0.65234375,256.0,0.0,67.0,2.0,106.0,37.0,8.0,167.0,0.65234375,256.0,0.0,67.0,2.0,106.0,37.0,8.0,374.36358632812505,336.50633350000004,594.6832840000001,0.95892737109375
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[60, 0, 196, 0]",0.0,0.0,0.0,0.0,158.0,0.6171875,255.0,1.0,58.0,2.0,92.0,32.0,7.0,158.0,0.6171875,255.0,1.0,58.0,2.0,92.0,32.0,7.0,158.0,0.6171875,255.0,1.0,58.0,2.0,92.0,32.0,7.0,348.7697532460937,334.5708755,495.15408025,0.95892737109375
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[142, 0, 114, 0]",0.0,0.0,0.0,0.0,138.0,0.5390625,252.0,4.0,38.0,2.0,55.0,15.0,4.0,138.0,0.5390625,252.0,4.0,38.0,2.0,55.0,15.0,4.0,138.0,0.5390625,252.0,4.0,38.0,2.0,55.0,15.0,4.0,316.60430953515623,322.141878,406.324715,0.95892737109375
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[204, 0, 52, 0]",0.0,0.0,0.0,0.0,113.0,0.44140625,249.0,7.0,13.0,2.0,21.0,6.0,1.0,113.0,0.44140625,249.0,7.0,13.0,2.0,21.0,6.0,1.0,113.0,0.44140625,249.0,7.0,13.0,2.0,21.0,6.0,1.0,308.0118101054688,317.03472250000004,386.82453575,0.95892737109375
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[10, 67, 170, 9]",0.0,0.0,0.0,0.0,181.0,0.70703125,253.0,3.0,80.0,1.0,113.0,32.0,11.0,181.0,0.70703125,253.0,3.0,80.0,1.0,113.0,32.0,11.0,181.0,0.70703125,253.0,3.0,80.0,1.0,113.0,32.0,11.0,527.417922140625,339.0990175,1216.6177175000003,0.9883087578125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.01_actions4,True,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[11, 56, 179, 10]",0.0,0.0,0.0,0.0,181.0,0.70703125,254.0,2.0,80.0,1.0,111.0,30.0,10.0,181.0,0.70703125,254.0,2.0,80.0,1.0,111.0,30.0,10.0,181.0,0.70703125,254.0,2.0,80.0,1.0,111.0,30.0,10.0,507.78962658203125,337.8640335,1082.3207225,0.9883087578125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[15, 39, 195, 7]",0.0,0.0,0.0,0.0,176.0,0.6875,256.0,0.0,76.0,2.0,110.0,32.0,8.0,176.0,0.6875,256.0,0.0,76.0,2.0,110.0,32.0,8.0,176.0,0.6875,256.0,0.0,76.0,2.0,110.0,32.0,8.0,440.8165748945313,337.31482300000005,843.43973625,0.9883087578125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[23, 13, 212, 8]",0.0,0.0,0.0,0.0,167.0,0.65234375,256.0,0.0,67.0,2.0,106.0,37.0,8.0,167.0,0.65234375,256.0,0.0,67.0,2.0,106.0,37.0,8.0,167.0,0.65234375,256.0,0.0,67.0,2.0,106.0,37.0,8.0,374.08948665624996,336.548713,594.70575725,0.9883087578125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[55, 0, 193, 8]",0.0,0.0,0.0,0.0,158.0,0.6171875,255.0,1.0,58.0,2.0,90.0,30.0,7.0,158.0,0.6171875,255.0,1.0,58.0,2.0,90.0,30.0,7.0,158.0,0.6171875,255.0,1.0,58.0,2.0,90.0,30.0,7.0,346.844879515625,334.49585,472.13698999999997,0.9883087578125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[137, 0, 114, 5]",0.0,0.0,0.0,0.0,139.0,0.54296875,252.0,4.0,39.0,2.0,56.0,15.0,4.0,139.0,0.54296875,252.0,4.0,39.0,2.0,56.0,15.0,4.0,139.0,0.54296875,252.0,4.0,39.0,2.0,56.0,15.0,4.0,315.87161119531254,321.758475,398.97461224999995,0.9883087578125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_word.npz,,"[200, 0, 51, 5]",0.0,0.0,0.0,0.0,112.0,0.4375,249.0,7.0,12.0,2.0,20.0,6.0,1.0,112.0,0.4375,249.0,7.0,12.0,2.0,20.0,6.0,1.0,112.0,0.4375,249.0,7.0,12.0,2.0,20.0,6.0,1.0,306.8443819062501,316.600598,385.836979,0.9883087578125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[4, 57, 195, 0]",0.0,0.0,0.0,0.0,144.0,0.5625,256.0,0.0,64.0,22.0,125.0,39.0,8.0,144.0,0.5625,256.0,0.0,64.0,22.0,125.0,39.0,8.0,144.0,0.5625,256.0,0.0,64.0,22.0,125.0,39.0,8.0,520.7991195156251,365.705026,1093.01821525,29.4158408828125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.01_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[5, 44, 207, 0]",0.0,0.0,0.0,0.0,141.0,0.55078125,256.0,0.0,62.0,23.0,125.0,40.0,8.0,141.0,0.55078125,256.0,0.0,62.0,23.0,125.0,40.0,8.0,141.0,0.55078125,256.0,0.0,62.0,23.0,125.0,40.0,8.0,481.3562148203125,365.18745150000007,874.4813170000001,29.4158408828125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.03_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[8, 26, 222, 0]",0.0,0.0,0.0,0.0,137.0,0.53515625,256.0,0.0,59.0,24.0,124.0,41.0,8.0,137.0,0.53515625,256.0,0.0,59.0,24.0,124.0,41.0,8.0,137.0,0.53515625,256.0,0.0,59.0,24.0,124.0,41.0,8.0,441.34752860546877,364.8218255,779.9898495,29.4158408828125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[13, 2, 241, 0]",0.0,0.0,0.0,0.0,134.0,0.5234375,256.0,0.0,57.0,25.0,122.0,40.0,8.0,134.0,0.5234375,256.0,0.0,57.0,25.0,122.0,40.0,8.0,134.0,0.5234375,256.0,0.0,57.0,25.0,122.0,40.0,8.0,398.8589574296875,363.803096,612.495713,29.4158408828125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[27, 0, 229, 0]",0.0,0.0,0.0,0.0,135.0,0.52734375,256.0,0.0,57.0,24.0,116.0,35.0,8.0,135.0,0.52734375,256.0,0.0,57.0,24.0,116.0,35.0,8.0,135.0,0.52734375,256.0,0.0,57.0,24.0,116.0,35.0,8.0,393.55331832031254,362.8710815,565.356332,29.4158408828125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[164, 0, 92, 0]",0.0,0.0,0.0,0.0,118.0,0.4609375,252.0,4.0,22.0,6.0,44.0,16.0,4.0,118.0,0.4609375,252.0,4.0,22.0,6.0,44.0,16.0,4.0,118.0,0.4609375,252.0,4.0,22.0,6.0,44.0,16.0,4.0,348.43054321875,348.892677,441.07551475,29.4158408828125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[237, 0, 19, 0]",0.0,0.0,0.0,0.0,104.0,0.40625,248.0,8.0,4.0,2.0,10.0,4.0,0.0,104.0,0.40625,248.0,8.0,4.0,2.0,10.0,4.0,0.0,104.0,0.40625,248.0,8.0,4.0,2.0,10.0,4.0,0.0,343.15311433984374,344.5310945,451.72767849999997,29.4158408828125
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[3, 56, 194, 3]",0.0,0.0,0.0,0.0,143.0,0.55859375,256.0,0.0,63.0,22.0,124.0,39.0,8.0,143.0,0.55859375,256.0,0.0,63.0,22.0,124.0,39.0,8.0,143.0,0.55859375,256.0,0.0,63.0,22.0,124.0,39.0,8.0,518.3600694453125,365.4659085,1093.3267700000001,28.20972175
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.01_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[4, 43, 206, 3]",0.0,0.0,0.0,0.0,140.0,0.546875,256.0,0.0,61.0,23.0,124.0,40.0,8.0,140.0,0.546875,256.0,0.0,61.0,23.0,124.0,40.0,8.0,140.0,0.546875,256.0,0.0,61.0,23.0,124.0,40.0,8.0,478.91716475,365.034084,874.5632007500001,28.20972175
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[4, 26, 221, 5]",0.0,0.0,0.0,0.0,137.0,0.53515625,255.0,1.0,59.0,24.0,125.0,42.0,9.0,137.0,0.53515625,255.0,1.0,59.0,24.0,125.0,42.0,9.0,137.0,0.53515625,255.0,1.0,59.0,24.0,125.0,42.0,9.0,440.44146680078126,364.786017,779.4629925,28.20972175
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[9, 2, 240, 5]",0.0,0.0,0.0,0.0,134.0,0.5234375,255.0,1.0,57.0,25.0,123.0,41.0,9.0,134.0,0.5234375,255.0,1.0,57.0,25.0,123.0,41.0,9.0,134.0,0.5234375,255.0,1.0,57.0,25.0,123.0,41.0,9.0,397.83040609375,363.856982,580.1160622499999,28.20972175
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[23, 0, 229, 4]",0.0,0.0,0.0,0.0,135.0,0.52734375,256.0,0.0,57.0,24.0,116.0,35.0,8.0,135.0,0.52734375,256.0,0.0,57.0,24.0,116.0,35.0,8.0,135.0,0.52734375,256.0,0.0,57.0,24.0,116.0,35.0,8.0,392.6341789648437,362.85155199999997,548.8031892500001,28.20972175
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[162, 0, 90, 4]",0.0,0.0,0.0,0.0,119.0,0.46484375,252.0,4.0,22.0,5.0,43.0,16.0,4.0,119.0,0.46484375,252.0,4.0,22.0,5.0,43.0,16.0,4.0,119.0,0.46484375,252.0,4.0,22.0,5.0,43.0,16.0,4.0,347.14631349609374,348.812596,438.5292305,28.20972175
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_predictions_semantic.npz,,"[235, 0, 19, 2]",0.0,0.0,0.0,0.0,104.0,0.40625,248.0,8.0,4.0,2.0,10.0,4.0,0.0,104.0,0.40625,248.0,8.0,4.0,2.0,10.0,4.0,0.0,104.0,0.40625,248.0,8.0,4.0,2.0,10.0,4.0,0.0,340.9675602851562,344.2732335,442.55503174999996,28.20972175
panel,small,obqa,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,train_frozen_mixture,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/train_mixture_receipt.json,"[0.0, 0.2656829168043691, 0.7343170831956309, 0.0]",,0.0,0.0,0.0,0.0,131.53136583360873,0.5137943977875341,253.87453666556507,2.125463334434953,56.67158541597816,27.14021958236942,122.42065874710823,38.60885374876068,10.125463334434954,131.53136583360873,0.5137943977875341,253.87453666556507,2.125463334434953,56.67158541597816,27.14021958236942,122.42065874710823,38.60885374876068,10.125463334434954,131.53136583360873,0.5137943977875341,253.87453666556507,2.125463334434953,56.67158541597816,27.14021958236942,122.42065874710823,38.60885374876068,10.125463334434954,507.7896265820315,442.6458413970299,812.9122983782077,0.0
full,small,obqa,dev,742,old_scoring,False,previously_exposed_development,accuracy_only,R,False,fixed_action,,"[742, 0, 0, 0]",0.0,0.0,0.0,0.0,285.0,0.38409703504043125,717.0,25.0,0.0,0.0,0.0,0.0,0.0,285.0,0.38409703504043125,717.0,25.0,0.0,0.0,0.0,0.0,0.0,285.0,0.38409703504043125,717.0,25.0,0.0,0.0,0.0,0.0,0.0,,,,
full,small,obqa,dev,742,old_scoring,False,previously_exposed_development,accuracy_only,T,False,fixed_action,,"[0, 742, 0, 0]",0.0,0.0,0.0,0.0,346.0,0.46630727762803237,704.0,38.0,136.0,75.0,339.0,128.0,51.0,346.0,0.46630727762803237,704.0,38.0,136.0,75.0,339.0,128.0,51.0,346.0,0.46630727762803237,704.0,38.0,136.0,75.0,339.0,128.0,51.0,,,,
full,small,obqa,dev,742,old_scoring,False,previously_exposed_development,accuracy_only,C,False,fixed_action,,"[0, 0, 742, 0]",1.0,0.0,0.0,0.0,365.0,0.4919137466307278,741.0,1.0,147.0,67.0,351.0,137.0,26.0,366.0,0.49326145552560646,742.0,0.0,147.0,66.0,350.0,137.0,25.0,366.0,0.49326145552560646,742.0,0.0,147.0,66.0,350.0,137.0,25.0,,,,
full,small,obqa,dev,742,old_scoring,False,previously_exposed_development,accuracy_only,A,False,fixed_action,,"[0, 0, 0, 742]",0.0,0.0,0.0,0.0,284.0,0.38274932614555257,679.0,63.0,16.0,17.0,60.0,27.0,40.0,284.0,0.38274932614555257,679.0,63.0,16.0,17.0,60.0,27.0,40.0,284.0,0.38274932614555257,679.0,63.0,16.0,17.0,60.0,27.0,40.0,,,,
full,small,obqa,dev,742,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/obqa/dev_predictions_word.npz,,"[21, 171, 550, 0]",1.0,0.0,0.0,0.0,361.0,0.4865229110512129,734.0,8.0,144.0,68.0,347.0,135.0,29.0,362.0,0.48787061994609165,735.0,7.0,144.0,67.0,346.0,135.0,28.0,362.0,0.48787061994609165,735.0,7.0,144.0,67.0,346.0,135.0,28.0,,,,
