repeat,pair,task,reference,N,a_mean_ms,a_CI_low,a_CI_high,a_median_ms,b_N,b_excluded_ids,b_mean_ms,b_CI_low,b_CI_high,b_median_ms,b_class,ClusterB_class_b,fixed_first_id,fixed_first_attempt,fixed_first_ms,fixed_first_global_cold,policy_first_id,policy_first_attempt,policy_first_ms,policy_first_global_cold,source,a_equals_original_analyze
REPEAT3,large,OBQA,Text,128,401.81623434182256,335.648053389923,460.5808705231993,531.6399480216205,127,9-782,423.0954792244199,373.6273909937297,471.4982795893896,531.8698768969625,+,+,9-782,2,1083.6443630978465,False,9-782,1,3384.2922288458794,True,$DATA_DIR/P2_R1_E3POL_REPEAT3_20260919T075315Z/large/records/e2e_requests.jsonl,True
REPEAT3,large,OBQA,C2C,128,30.39698796601442,15.49732186813344,46.63102076278846,14.500604011118412,127,9-782,27.824559800810817,13.91186695449663,42.52945100755694,14.461620943620801,+,+,9-782,4,587.7785438206047,False,9-782,3,230.6831788737327,False,$DATA_DIR/P2_R1_E3POL_REPEAT3_20260919T075315Z/large/records/e2e_requests.jsonl,True
REPEAT3,large,ARC,Text,128,574.1798013023072,536.2888059965826,611.2051777444321,595.8636640571058,127,Mercury_7207358,573.7957565011236,535.158435708163,610.6351947834472,593.793127220124,+,+,Mercury_7207358,514,852.3078840225935,False,Mercury_7207358,513,229.35439296998084,False,$DATA_DIR/P2_R1_E3POL_REPEAT3_20260919T075315Z/large/records/e2e_requests.jsonl,True
REPEAT3,large,ARC,C2C,128,90.18262826793944,66.94733783642732,115.78337276891942,47.65090509317815,127,Mercury_7207358,91.2308426258543,68.86237965540147,115.05298205219594,48.026262084022164,+,+,Mercury_7207358,516,185.7142560184002,False,Mercury_7207358,515,228.654851205647,False,$DATA_DIR/P2_R1_E3POL_REPEAT3_20260919T075315Z/large/records/e2e_requests.jsonl,True
REPEAT3,medium,OBQA,C2C,128,48.51612460879551,34.3396503891654,64.40092712368823,57.67983302939683,127,9-782,45.62847465313384,32.52658604105245,60.11921944170933,55.221944116055965,+,+,9-782,1,736.6302891168743,True,9-782,2,321.3826201390475,False,$DATA_DIR/P2_R1_E3POL_REPEAT3_20260919T075315Z/medium/records/e2e_requests.jsonl,True
REPEAT3,medium,ARC,C2C,128,76.46872874283872,56.49506133831892,101.18292806901079,61.55937095172703,127,Mercury_7207358,76.57523376419847,55.416088418917745,101.06048858747451,61.52002699673176,+,+,Mercury_7207358,257,260.55885199457407,False,Mercury_7207358,258,197.61626096442342,False,$DATA_DIR/P2_R1_E3POL_REPEAT3_20260919T075315Z/medium/records/e2e_requests.jsonl,True
REPEAT3,large,MMLU-Pro,Text,128,263.53681412001606,193.47224087355244,333.68853360116185,-31.599668553099036,127,test:3074,262.6757090727938,191.12280737837835,336.5478223843286,-31.827535945922136,+,+,test:3074,1,1622.4249950610101,True,test:3074,2,1249.5278399437666,False,$DATA_DIR/P2_R1_E3POL_REPEAT3_20260919T075315Z/mmlu/records/four_arm_requests.jsonl,True
REPEAT3,large,MMLU-Pro,C2C,128,2.6080796942551387,-20.103039197647377,30.371410506495508,-35.64264811575413,127,test:3074,2.7556839366040125,-20.744572398179454,30.83909071562995,-36.07356105931103,?,?,test:3074,3,766.9680549297482,False,test:3074,4,783.1057140138,False,$DATA_DIR/P2_R1_E3POL_REPEAT3_20260919T075315Z/mmlu/records/four_arm_requests.jsonl,True
