task,reference,N,q,threshold,route_to_R_count,coverage,fixed_C2C_correct,policy_correct,fixed_C2C_accuracy,policy_accuracy,accuracy_difference,accuracy_difference_pp,policy_mean_latency_ms,policy_median_latency_ms,fixed_C2C_mean_latency_ms,fixed_C2C_median_latency_ms,paired_mean_saving_ms,paired_median_saving_ms,paired_mean_saving_fraction,descriptive_CI95_low_ms,descriptive_CI95_high_ms,ProbeMax_outer_mean_latency_ms,selector_mean_latency_ms,ProbeMax_selector_mean_latency_ms,fixed_C2C_invalid,policy_invalid,runtime_failures,classification,identity
obqa,C2C,128,0.55,1.3113021850585938e-06,66,0.515625,93,94,0.7265625,0.734375,0.0078125,0.78125,335.56540914105426,334.5956535777077,415.22451810669736,388.2481310283765,79.6591089656431,79.30071500595659,0.19184587010628706,48.086896885524766,129.10239917268876,36.72631176414143,0.0005616238922812045,36.72687338803371,3,3,0,E2E_POSITIVE,actual complete online requests; exposed development panel descriptive evidence
arc,C2C,128,0.6,3.5762786865234375e-07,77,0.6015625,85,85,0.6640625,0.6640625,0.0,0.0,352.40015670933644,287.7930924296379,453.0602815812017,412.4458124861121,100.66012487186526,81.5804839367047,0.22217821549167074,74.4974185454339,133.12655095660375,33.51262906107877,0.000471562088932842,33.5131006231677,3,3,0,E2E_POSITIVE,actual complete online requests; exposed development panel descriptive evidence
