task,arm,N,runtime_failure_count,invalid_count,first_request_retained,first_request_ms,first_request_id,order_position_0,order_position_1,startup_total_seconds,startup_amortized,same_residency_same_allocation,job_id,output_identity_mismatch_count,online_probe_invalid_count,input_preparation_and_entry_ms_mean,online_probe_ms_mean,selector_ms_mean,complete_native_action_decode_parser_ms_mean,final_cleanup_sync_ms_mean
obqa,fixed_C,128,0,3,True,3269.2359229549766,9-782,64,64,75.61143109202385,False,True,run013,0,0,0.02885347930714488,0.0002041542757069692,0.0001282041921513155,415.1584319242829,0.03690034463943448
obqa,policy_C,128,0,3,True,813.7545411009341,9-782,64,64,75.61143109202385,False,True,run013,0,0,0.02882708031393122,36.72631176414143,0.0005616238922812045,298.77359967213124,0.03610900057537947
arc,fixed_C,128,0,3,True,342.3482929356396,Mercury_7207358,64,64,75.61143109202385,False,True,run013,0,0,0.02804874566209037,0.00026455381885170937,0.0001239477569470182,452.9961569405714,0.035687393392436206
arc,policy_C,128,0,3,True,256.1098930891603,Mercury_7207358,64,64,75.61143109202385,False,True,run013,0,0,0.02773146115941927,33.51262906107877,0.000471562088932842,318.8253325788537,0.03399204615561757
