pair,benchmark,arm,a_Text_saving_ms,a_C2C_saving_ms,a_ratio_Text_over_C2C,b_Text_saving_ms,b_C2C_saving_ms,b_ratio_Text_over_C2C,note,label
large,OBQA,ORIGINAL,436.25286648057227,31.186309879558394,13.988601670585007,414.99265066282015,28.383665556806747,14.620826539555244,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
large,OBQA,REUSE,437.77201007833355,30.962320361140883,14.138863139849082,414.83686974008134,28.15615234705876,14.733436040077965,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
large,OBQA,ARGMAX,589.7357979283697,182.94555158172443,3.2235591017632705,566.4617408169654,179.79120334251013,3.150664383383824,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
large,ARC,ORIGINAL,565.6029762103572,91.89105904988537,6.155146997525683,565.1508395809416,92.93765395762414,6.080967353002345,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
large,ARC,REUSE,564.3552075107436,90.51188493504014,6.235150311097577,563.9012711210631,91.55364629746539,6.159244267441857,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
large,ARC,ARGMAX,762.7266889230668,280.77692806073173,2.716486337360632,762.3063692049394,281.78774595157955,2.7052502465310497,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
large,MMLU-Pro,ORIGINAL,275.1542920650536,4.627381535101449,59.46220124228879,261.24263925507194,4.516518584958564,57.841595100503426,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
large,MMLU-Pro,REUSE,280.03965037896705,6.882428509925376,40.68907508085448,265.2413027606699,6.894667165383227,38.47050138872468,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
large,MMLU-Pro,ARGMAX,356.4550769970083,85.00448960876383,4.193367651962919,342.30440169917495,85.55545251794511,4.000965357846447,ratio of paired mean savings; C2C denominator near zero on MMLU-Pro,POST-HOC analysis of completed E6/E7 records; changes no frozen decision
