family,q,threshold,N,n_R,changed,conditional_risk,p_value,CP_upper_0_999,accepted,coverage,marginal_change,source_identity,source_path,comparison_repeat,name,B,repeat,subset_file,M
D,0.05,0.06544978618624626,1366,79,0,0.0,0.017384604615803836,0.08372609881132642,False,0.057833089311859445,0.0,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.1,0.07011126782477158,1366,132,0,0.0,0.0011468745040508369,0.05098576395752707,False,0.09663250366032211,0.0,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.15,0.07361258920795709,1366,188,1,0.005319148936170213,0.0007067316463860652,0.0480526838204854,True,0.1376281112737921,0.0007320644216691069,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.2,0.07703257617313741,1366,249,2,0.008032128514056224,0.0002828699440593419,0.04426886490975078,True,0.1822840409956076,0.0014641288433382138,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.25,0.08051686084384338,1366,325,4,0.012307692307692308,0.0002585875876890614,0.04477067949153525,True,0.23792093704245973,0.0029282576866764276,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.3,0.08307916184658852,1366,380,6,0.015789473684210527,0.00040960882929912964,0.046781425415328697,True,0.2781844802342606,0.004392386530014641,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.35,0.08614836532551183,1366,454,11,0.024229074889867842,0.0044192974862344615,0.055462897713094816,False,0.3323572474377745,0.008052708638360176,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.4,0.08877346652614314,1366,527,13,0.024667931688804556,0.0026411339337506366,0.053189507093452104,False,0.3857979502196193,0.00951683748169839,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.45,0.09124921560598001,1366,581,15,0.025817555938037865,0.0026457381276919862,0.05302617492356853,False,0.4253294289897511,0.010980966325036604,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
D,0.5,0.09428394401285886,1366,643,18,0.027993779160186624,0.004086038237162701,0.05423876365746787,False,0.4707174231332357,0.013177159590043924,reused_parent_test,$DATA_DIR/P2_RISK_CALIBRATION_BINARY_20260914T043954Z/summary/calibration_100.csv,0,,,,,
